,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
8933,2008,Lagos,,foreign,0,75000,Automatic,Toyota,Highlander
8934,2008,Lagos,,foreign,0,58324,Automatic,Toyota,Camry
8935,2013,Lagos,,foreign,4250000,692183,Automatic,Toyota,Corolla
8936,2012,Lagos,,foreign,0,0,Automatic,Toyota,Highlander
8937,2003,Lagos,,foreign,992500,98,Automatic,Toyota,Camry
8938,2008,Lagos,,foreign,3755000,68532,Automatic,Acura,MDX
8939,2014,Lagos,,foreign,0,67000,Automatic,Lexus,ES 300
8940,2008,Lagos,,foreign,2890000,0,Automatic,Toyota,Camry
8941,2011,Lagos,,foreign,5295000,0,Automatic,Toyota,RAV 4
8942,2016,Lagos,,foreign,14865000,50651,Automatic,Lexus,ES 350
8943,2007,Lagos,,foreign,3292500,0,Automatic,Toyota,RAV 4
8944,2011,Lagos,,foreign,6230000,0,Automatic,Mercedes-Benz,ML 350
8945,2008,Lagos,,foreign,3865000,0,Automatic,Toyota,4-Runner
8946,2005,Lagos,,foreign,2947500,105463,Automatic,Toyota,Sienna
8947,2007,Lagos,,foreign,2407000,81662,Automatic,Toyota,Camry
8948,2005,Lagos,,foreign,3645000,0,Automatic,Toyota,Highlander
8949,2008,Lagos,,foreign,3235000,0,Automatic,Toyota,Avalon
8950,2008,Lagos,,foreign,4195000,1,Automatic,Lexus,ES 300
8951,2008,Lagos,,foreign,4525000,95466,Automatic,Lexus,RX 200
8952,2014,Lagos,,foreign,0,66000,Automatic,Toyota,Camry
8953,2008,Lagos,,foreign,4360000,0,Automatic,Lexus,RX 350
8954,2012,Lagos,,foreign,8595000,0,Automatic,Toyota,Highlander
8955,2008,Lagos,,foreign,3645000,0,Automatic,Toyota,RAV 4
8956,2012,Lagos,,foreign,5350000,75892,Automatic,Toyota,Sienna
8957,2010,Lagos,,foreign,5515000,0,Automatic,Honda,Pilot
8958,2010,Lagos,,foreign,4855000,0,Automatic,Lexus,ES 350
8959,2008,Lagos,,foreign,8265000,0,Automatic,Lexus,GX 470
8960,2012,Lagos,,foreign,7715000,55000,Automatic,Lexus,RX 350
8961,2013,Abuja,,foreign,6615000,42166,Automatic,Mercedes-Benz,C 300
8962,2013,Lagos,,foreign,0,42155,Automatic,Toyota,Highlander
8963,2018,Lagos,,foreign,18165000,24000,Automatic,Honda,Accord
8964,2008,Lagos,,foreign,3212000,73639,Automatic,Toyota,Camry
8965,2005,Lagos,,foreign,6395000,8542,Automatic,Toyota,Land Cruiser
8966,2013,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,C 300
8967,2006,Lagos,,foreign,2545000,0,Automatic,Toyota,Camry
8968,2005,Lagos,,,0,0,Automatic,Lexus,RX 300
8969,2003,Lagos,,foreign,1947000,110,Automatic,Toyota,Matrix
8970,2013,Lagos,,foreign,4525000,0,Automatic,Toyota,Camry
8971,2005,Osun,,foreign,2775000,0,Automatic,Volvo,XC90
8972,2012,Lagos,,foreign,7275000,0,Automatic,Mercedes-Benz,ML 350
8973,2010,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,C 300
8974,2014,Lagos,,foreign,14865000,134000,Automatic,Mercedes-Benz,GL 450
8975,2006,Lagos,,foreign,5735000,0,Automatic,Lexus,GX 470
8976,2008,Lagos,,foreign,0,0,Automatic,Lexus,ES 300
8977,2019,Lagos,,foreign,17065000,32324,Automatic,Toyota,Land Cruiser
8978,2012,Lagos,,foreign,6065000,71963,Automatic,Mercedes-Benz,C 300
8979,2005,Lagos,,foreign,2832500,852314,Automatic,Lexus,ES 330
8980,2007,Lagos,,foreign,0,0,Automatic,Toyota,Avalon
8981,2016,Lagos,,foreign,7605000,33,Automatic,Toyota,Camry
8982,2002,Edo,,foreign,1165000,5,Automatic,Suzuki,XL-7
8983,2005,Lagos,,foreign,3465000,0,Automatic,Toyota,4-Runner
8984,2016,Lagos,,foreign,5735000,0,Automatic,Toyota,Corolla
8985,2012,Lagos,,foreign,6395000,79014,Automatic,Mercedes-Benz,GLK 350
8986,2003,Lagos,,foreign,6065000,62142,Automatic,Lexus,GX 470
8987,2018,Lagos,,new,23665000,5000,Automatic,Toyota,Camry
8988,2010,Lagos,,foreign,3120000,0,Automatic,Toyota,4-Runner
8989,2017,Lagos,,foreign,0,0,Automatic,Toyota,Corolla
8990,2014,Lagos,,foreign,4965000,65234,Automatic,Nissan,Altima
8991,2007,Lagos,,foreign,3700000,0,Automatic,Toyota,Sequoia
8992,2008,Lagos,,foreign,4415000,0,Automatic,Mercedes-Benz,ML 350
8993,2005,Lagos,,foreign,1050000,86951,Automatic,Honda,Accord
8994,2020,Lagos,,new,58315000,0,Automatic,Toyota,Land Cruiser
8995,1999,Rivers,,foreign,797000,0,Automatic,Toyota,Camry
8996,2006,Lagos,,foreign,2775000,0,Automatic,Mercedes-Benz,C 280
8997,2004,Lagos,,foreign,0,1,Automatic,Toyota,Sienna
8998,2008,Lagos,,foreign,0,90000,Automatic,Toyota,Camry
8999,2008,Lagos,,foreign,4195000,0,Automatic,Lexus,RX 350
9000,2011,Lagos,,foreign,0,70321,Automatic,Mercedes-Benz,C 300
9001,2008,Lagos,,foreign,4635000,94000,Automatic,Toyota,Highlander
9002,2004,Lagos,,foreign,1130500,103924,Automatic,Honda,Accord
9003,2012,Rivers,,,0,65000,Automatic,Hyundai,Sonata
9004,2015,Lagos,,foreign,11565000,25142,Automatic,Mercedes-Benz,GLK 350
9005,2019,Lagos,,new,31365000,0,Automatic,Toyota,RAV 4
9006,2012,Lagos,,,0,56388,Automatic,Honda,Accord
9007,2010,Lagos,,foreign,0,85371,Automatic,Toyota,Highlander
9008,2010,Lagos,,foreign,3350000,52155,Automatic,Toyota,Corolla
9009,2008,Lagos,,foreign,3480000,0,Automatic,Toyota,RAV 4
9010,2006,Lagos,,foreign,3005000,46432,Automatic,Lexus,ES 300
9011,2014,Lagos,,foreign,20365000,32555,Automatic,Mercedes-Benz,GL 550
9012,2003,Lagos,,foreign,2602500,110625,Automatic,Lexus,RX 300
9013,2006,Lagos,,foreign,0,0,Automatic,Acura,MDX
9014,2020,Lagos,,new,0,71,Automatic,Toyota,Hilux
9015,2019,Lagos,,foreign,22895000,15000,Automatic,Ford,F 150
9016,2011,Lagos,,foreign,0,87523,Automatic,Toyota,Land Cruiser
9017,2012,Lagos,,foreign,13765000,1,Automatic,Toyota,Sequoia
9018,2008,Lagos,,foreign,3810000,78000,Automatic,Acura,MDX
9019,2019,Lagos,,foreign,0,2700,Automatic,Lexus,RX 350
9020,2008,Lagos,,foreign,4305000,0,Automatic,Mercedes-Benz,ML 350
9021,2011,Lagos,,foreign,13765000,95000,Automatic,Toyota,Tundra
9022,2005,Lagos,,foreign,0,0,Automatic,Lexus,RX 200
9023,2008,Lagos,,foreign,2073500,75894,Automatic,Toyota,Camry
9024,2011,Lagos,,foreign,6065000,0,Automatic,Mercedes-Benz,ML 350
9025,2003,Lagos,,foreign,3465000,0,Automatic,Toyota,Highlander
9026,2010,Lagos,,foreign,6120000,0,Automatic,Mercedes-Benz,ML 350
9027,2014,Lagos,,foreign,9750000,40,Automatic,Lexus,RX 350
9028,2003,Lagos,,foreign,1797500,0,Automatic,Toyota,Matrix
9029,2016,Lagos,,foreign,6835000,0,Automatic,Toyota,Corolla
9030,2008,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
9031,2010,Lagos,,foreign,3865000,0,Automatic,Mercedes-Benz,C 300
9032,2008,Lagos,,foreign,4965000,0,Automatic,Mercedes-Benz,ML 350
9033,2010,Lagos,,foreign,0,88542,Automatic,Toyota,Tacoma
9034,2012,Lagos,,foreign,6175000,0,Automatic,Toyota,Venza
9035,2008,Lagos,,foreign,0,88524,Automatic,Acura,MDX
9036,2004,Lagos,,foreign,2200000,85,Automatic,Nissan,Xterra
9037,2008,Lagos,,foreign,1912500,89000,Automatic,Toyota,Avalon
9038,2005,Lagos,,foreign,0,0,Automatic,Toyota,Sequoia
9039,2009,Lagos,,foreign,3235000,0,Automatic,Ford,Edge
9040,2008,Lagos,,foreign,3480000,954123,Automatic,Toyota,RAV 4
9041,2010,Lagos,,foreign,6395000,220,Automatic,Mercedes-Benz,Viano
9042,2008,Lagos,,foreign,2004500,71763,Automatic,Toyota,Camry
9043,2011,Lagos,,foreign,6835000,0,Automatic,Mercedes-Benz,E 300
9044,2015,Lagos,,foreign,11565000,0,Automatic,Ford,Edge
9045,2015,Lagos,,foreign,24215000,0,Automatic,Land,Rover Range Rover Evoque
9046,2016,Lagos,,foreign,7660000,0,Automatic,Toyota,Corolla
9047,2011,Lagos,,foreign,0,49395,Automatic,Lexus,RX 350
9048,2006,Lagos,,foreign,3120000,120,Automatic,Toyota,Sienna
9049,2010,Lagos,,foreign,3975000,63221,Automatic,Toyota,Camry
9050,2008,Lagos,,foreign,2832500,964543,Automatic,Toyota,Corolla
9051,2001,Lagos,,foreign,2085000,78989,Automatic,Lexus,GS 300
9052,2003,Lagos,,foreign,2142500,956231,Automatic,Nissan,Pathfinder
9053,2017,Lagos,,foreign,47315000,0,Automatic,Lexus,LX 570
9054,2012,Lagos,,foreign,0,79059,Automatic,Toyota,Camry
9055,2000,Lagos,,foreign,2200000,0,Automatic,Toyota,4-Runner
9056,2015,Abuja,,foreign,11565000,65908,Automatic,Lexus,RX 350
9057,2009,Lagos,,foreign,7165000,0,Automatic,Lexus,GX 470
9058,2010,Lagos,,foreign,4140000,98546,Automatic,Toyota,Highlander
9059,2016,Lagos,,foreign,13215000,28000,Automatic,Toyota,Highlander
9060,2003,Lagos,,foreign,2832500,0,Automatic,Lexus,ES 300
9061,2000,Lagos,,foreign,647500,12357,Automatic,Volkswagen,Golf
9062,2012,Lagos,,foreign,10465000,11232,Automatic,Mercedes-Benz,ML 350
9063,2009,Lagos,,foreign,3235000,0,Automatic,Toyota,Avalon
9064,2013,Lagos,,foreign,8815000,3448,Automatic,Lexus,ES 350
9065,2010,Lagos,,foreign,0,72516,Automatic,Mercedes-Benz,C 300
9066,2008,Lagos,,foreign,4965000,45667,Automatic,Lexus,RX 200
9067,2004,Lagos,,foreign,0,90000,Automatic,Hyundai,Sonata
9068,2007,Lagos,,foreign,2510500,85369,Automatic,Toyota,Sienna
9069,2012,Lagos,,foreign,4195000,96000,Automatic,Toyota,Camry
9070,2012,Lagos,,foreign,3062500,0,Automatic,Toyota,Camry
9071,2002,Lagos,,foreign,0,0,Automatic,Toyota,Sienna
9072,2011,Lagos,,foreign,13765000,38000,Automatic,Toyota,Land Cruiser
9073,2018,Lagos,,foreign,18165000,0,Automatic,Toyota,C-HR
9074,2018,Lagos,,foreign,0,19000,Automatic,Toyota,Camry
9075,2013,Lagos,,foreign,0,72355,Automatic,Toyota,Camry
9076,2005,Lagos,,foreign,2085000,0,Automatic,Toyota,Matrix
9077,2013,Lagos,,foreign,7715000,0,Automatic,Mercedes-Benz,C 300
9078,2018,Lagos,,foreign,52815000,0,Automatic,Land,Rover Discovery
9079,2017,Lagos,,foreign,11290000,0,Automatic,Toyota,RAV 4
9080,2007,Lagos,,foreign,0,854236,Automatic,Lexus,RX 350
9081,2012,Lagos,,foreign,14315000,68352,Automatic,Toyota,4-Runner
9082,2015,Lagos,,foreign,0,63212,Automatic,Toyota,Camry
9083,2013,Lagos,,foreign,25315000,23755,Automatic,Mercedes-Benz,GL 550
9084,2014,Lagos,,foreign,9585000,1,Automatic,Toyota,Venza
9085,2011,Lagos,,foreign,3645000,0,Automatic,Toyota,Corolla
9086,2011,Lagos,,foreign,6065000,0,Automatic,Mercedes-Benz,ML 350
9087,2006,Lagos,,foreign,4965000,100000,Automatic,Honda,Ridgeline
9088,2012,Lagos,,foreign,4195000,0,Automatic,Toyota,Camry
9089,2011,Lagos,,foreign,8155000,83957,Automatic,Mercedes-Benz,GLK 350
9090,2010,Lagos,,foreign,6505000,0,Automatic,Mercedes-Benz,ML 350
9091,2011,Lagos,,foreign,2890000,0,Automatic,Toyota,Camry
9092,2004,Lagos,,foreign,2890000,0,Automatic,Toyota,Sienna
9093,2005,Lagos,,,0,12421,Automatic,Toyota,Highlander
9094,2014,Lagos,,foreign,20915000,0,Automatic,Mercedes-Benz,GL 550
9095,2007,Lagos,,foreign,2890000,1,Automatic,Toyota,Corolla
9096,2010,Lagos,,foreign,0,0,Automatic,Toyota,Camry
9097,2007,Lagos,,foreign,0,98000,Automatic,Lexus,RX 350
9098,2008,Lagos,,foreign,4910000,0,Automatic,Lexus,RX 200
9099,2008,Lagos,,foreign,2545000,0,Automatic,Toyota,Camry
9100,2009,Lagos,,foreign,2947500,65721,Automatic,Honda,Accord
9101,2015,Lagos,,foreign,15415000,46392,Automatic,Toyota,Land Cruiser
9102,2009,Lagos,,foreign,3292500,72213,Automatic,Honda,Accord
9103,2013,Lagos,,foreign,3645000,0,Automatic,Toyota,Corolla
9104,2005,Lagos,,foreign,3177500,190000,Automatic,Toyota,4-Runner
9105,2004,Lagos,,foreign,1567500,0,Automatic,Lexus,ES 330
9106,2012,Lagos,,foreign,3678000,58341,Automatic,Toyota,Corolla
9107,2013,Lagos,,foreign,6065000,15267,Automatic,Toyota,Camry
9108,2016,Lagos,,foreign,44015000,0,Automatic,Lexus,LX 570
9109,2009,Lagos,,foreign,0,0,Automatic,Toyota,Camry
9110,2016,Lagos,,foreign,16350000,0,Automatic,Mercedes-Benz,C 300
9111,2005,Lagos,,foreign,6615000,83522,Automatic,Toyota,Tacoma
9112,2011,Lagos,,foreign,11235000,0,Automatic,Lexus,GX 460
9113,2010,Lagos,,foreign,3120000,86900,Automatic,Toyota,Corolla
9114,2006,Rivers,,foreign,1280000,0,Automatic,Toyota,Avensis
9115,2019,Lagos,,new,30815000,58,Automatic,Toyota,Camry
9116,2016,Lagos,,foreign,10685000,63000,Automatic,Toyota,Avalon
9117,2010,Lagos,,foreign,4745000,0,Automatic,Lexus,ES 350
9118,2008,Lagos,,foreign,2257500,118045,Automatic,Toyota,RAV 4
9119,2018,Lagos,,foreign,11785000,15118,Automatic,Toyota,RAV 4
9120,2006,Rivers,,foreign,682000,0,Automatic,Honda,Accord
9121,2007,Ibadan,,foreign,3407500,0,Automatic,Toyota,Highlander
9122,2006,Lagos,,foreign,2890000,85000,Automatic,Acura,MDX
9123,2012,Lagos,,foreign,12665000,0,Automatic,Toyota,Sequoia
9124,2010,Lagos,,foreign,6065000,0,Automatic,Mercedes-Benz,ML 350
9125,2010,Lagos,,foreign,1820500,81663,Automatic,Toyota,Corolla
9126,2018,Lagos,,foreign,40715000,9500,Automatic,Porsche,Cayenne
9127,2015,Lagos,,foreign,0,0,Automatic,Lexus,GX 460
9128,2010,Lagos,,foreign,7495000,0,Automatic,Lexus,RX 200
9129,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
9130,2009,Lagos,,foreign,6945000,63832,Automatic,Toyota,Venza
9131,2001,Lagos,,foreign,1625000,0,Automatic,Toyota,Camry
9132,2010,Lagos,,foreign,8265000,72886,Automatic,Toyota,4-Runner
9133,2006,Osun,,foreign,3315500,0,Automatic,Toyota,RAV 4
9134,2019,Lagos,,foreign,0,2354,Automatic,Honda,CR-V
9135,2008,Lagos,,foreign,4085000,176682,Automatic,Lexus,ES 350
9136,2006,Lagos,,foreign,3235000,0,Automatic,Toyota,Highlander
9137,2010,Lagos,,foreign,0,0,Automatic,Toyota,Venza
9138,2013,Lagos,,foreign,5405000,0,Automatic,Toyota,Camry
9139,2008,Lagos,,foreign,3535000,0,Automatic,Lexus,ES 300
9140,2011,Lagos,,foreign,11015000,0,Automatic,Acura,ZDX
9141,2008,Lagos,,foreign,4195000,0,Automatic,Lexus,RX 200
9142,2006,Lagos,,foreign,1395000,0,Automatic,Mercedes-Benz,ML 400
9143,2010,Lagos,,foreign,4184000,71662,Automatic,Honda,Accord
9144,2008,Lagos,,foreign,3535000,72000,Automatic,Lexus,IS 250
9145,2013,Rivers,,foreign,10135000,135000,Automatic,Mercedes-Benz,ML 350
9146,2007,Lagos,,foreign,1165000,107000,Automatic,Toyota,Solara
9147,2011,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
9148,2004,Lagos,,foreign,1073000,10000,Automatic,Toyota,Camry
9149,2002,Lagos,,foreign,2545000,0,Automatic,Toyota,Sienna
9150,2009,Lagos,,foreign,3975000,0,Automatic,Lexus,ES 350
9151,2010,Lagos,,foreign,7165000,62526,Automatic,Mercedes-Benz,GLK 350
9152,2014,Lagos,,foreign,8595000,43000,Automatic,Toyota,RAV 4
9153,2014,Lagos,,foreign,6450000,45754,Automatic,Toyota,Sienna
9154,2008,Lagos,,foreign,0,89000,Automatic,Lexus,GS 350
9155,2013,Lagos,,foreign,0,69000,Automatic,Toyota,Camry
9156,2006,Lagos,,foreign,0,0,Automatic,Toyota,4-Runner
9157,2006,Lagos,,foreign,0,0,Automatic,Lexus,RX 330
9158,2006,Lagos,,foreign,2085000,0,Automatic,Toyota,Camry
9159,2013,Lagos,,foreign,9365000,0,Automatic,Lexus,RX 200
9160,2008,Lagos,,foreign,0,0,Automatic,Lexus,ES 300
9161,2006,Lagos,,foreign,0,56282,Automatic,Toyota,Camry
9162,2005,Lagos,,foreign,2660000,0,Automatic,Toyota,Camry
9163,2005,Lagos,,foreign,0,0,Automatic,Infiniti,FX
9164,2016,Lagos,,foreign,24215000,0,Automatic,Toyota,Land Cruiser
9165,2012,Lagos,,foreign,6065000,0,Automatic,Mazda,CX-9
9166,2007,Lagos,,foreign,3535000,0,Automatic,Toyota,Highlander
9167,2008,Lagos,,foreign,2430000,50,Automatic,Toyota,Corolla
9168,2015,Lagos,,foreign,8265000,85000,Automatic,Lexus,IS 300
9169,2010,Lagos,,foreign,3465000,42369,Automatic,Toyota,Corolla
9170,2010,Lagos,,foreign,4030000,0,Automatic,Honda,Accord
9171,2007,Lagos,,foreign,2775000,0,Automatic,Toyota,Corolla
9172,2008,Lagos,,foreign,3755000,0,Automatic,Infiniti,EX35
9173,2002,Lagos,,foreign,1740000,98,Automatic,Toyota,Highlander
9174,2013,Lagos,,foreign,4250000,70000,Automatic,Toyota,Corolla
9175,2015,Lagos,,foreign,0,32000,Automatic,Mercedes-Benz,C 300
9176,2013,Lagos,,foreign,0,1235,Automatic,Mercedes-Benz,ML 350
9177,2016,Lagos,,foreign,18715000,0,Automatic,Toyota,4-Runner
9178,2008,Lagos,,,0,100,Automatic,Toyota,Yaris
9179,2006,Lagos,,foreign,2142500,100,Automatic,Toyota,Sequoia
9180,2020,Kaduna,,new,15415000,0,Automatic,Toyota,Corolla
9181,2014,Lagos,,foreign,7495000,140000,Automatic,Toyota,Corolla
9182,2008,Lagos,,foreign,4250000,88542,Automatic,Lexus,RX 200
9183,2008,Lagos,,foreign,2315000,98657,Automatic,Toyota,Corolla
9184,2010,Lagos,,foreign,3733000,0,Automatic,Toyota,Camry
9185,2007,Lagos,,foreign,3120000,1,Automatic,Honda,CR-V
9186,2013,Lagos,,foreign,13215000,30000,Automatic,Mercedes-Benz,GL 550
9187,2013,Lagos,,foreign,14315000,635352,Automatic,Mercedes-Benz,ML 350
9188,2011,Lagos,,foreign,11015000,0,Automatic,Mercedes-Benz,GL 550
9189,2008,Lagos,,foreign,3645000,0,Automatic,Acura,MDX
9190,2006,Lagos,,foreign,0,10000,Automatic,Honda,Civic
9191,2017,Lagos,,foreign,20805000,25322,Automatic,Mercedes-Benz,GLE 350
9192,2007,Lagos,,foreign,2947500,68000,Automatic,Honda,Accord
9193,2008,Lagos,,foreign,3425000,70163,Automatic,Acura,MDX
9194,2006,Lagos,,foreign,1567500,111,Automatic,Toyota,4-Runner
9195,2011,Lagos,,foreign,6725000,0,Automatic,Mercedes-Benz,ML 350
9196,2019,Lagos,,,0,4136,Automatic,Toyota,RAV 4
9197,2005,Lagos,,foreign,0,0,Automatic,Lexus,RX 200
9198,2003,Lagos,,foreign,1395000,90,Automatic,Toyota,Camry
9199,2006,Lagos,,foreign,3407500,64322,Automatic,Toyota,Highlander
9200,2013,Lagos,,foreign,7990000,0,Automatic,Toyota,Highlander
9201,2016,Lagos,,foreign,0,6618,Automatic,Lexus,LX 570
9202,2012,Lagos,,foreign,4965000,63990,Automatic,Mercedes-Benz,E 350
9203,2012,Lagos,,foreign,7055010,0,Automatic,Lexus,RX 350
9204,2013,Lagos,,foreign,11015000,0,Automatic,Land,Rover Range Rover
9205,2018,Lagos,,foreign,18165000,18000,Automatic,Toyota,Tacoma
9206,2008,Lagos,,foreign,7715000,0,Automatic,Mercedes-Benz,GL 450
9207,2008,Lagos,,foreign,2660000,63000,Automatic,Toyota,Sienna
9208,2006,Lagos,,,0,0,Automatic,Toyota,Camry
9209,2017,Lagos,,foreign,8265000,0,Automatic,Toyota,Corolla
9210,2005,Lagos,,foreign,3120000,134000,Automatic,Toyota,Highlander
9211,2008,Lagos,,foreign,3535000,0,Automatic,Acura,MDX
9212,2006,Lagos,,foreign,3755000,0,Automatic,Toyota,Highlander
9213,2018,Lagos,,foreign,16185000,10000,Automatic,Toyota,RAV 4
9214,2011,Lagos,,foreign,3465000,0,Automatic,Mercedes-Benz,GLK 350
9215,2006,Lagos,,foreign,1970000,0,Automatic,Toyota,Yaris
9216,2013,Lagos,,foreign,5735000,53456,Automatic,Toyota,Camry
9217,2012,Lagos,,foreign,4305000,80000,Automatic,Toyota,Camry
9218,2013,Lagos,,foreign,4393000,61883,Automatic,Toyota,Camry
9219,2014,Lagos,,foreign,13215000,29384,Automatic,Toyota,Land Cruiser
9220,2009,Lagos,,foreign,2717500,97535,Automatic,Mazda,CX-7
9221,2013,Lagos,,foreign,8375000,0,Automatic,Toyota,Highlander
9222,2019,Lagos,,new,0,50,Automatic,Toyota,Hilux
9223,2007,Lagos,,foreign,0,0,Automatic,Hyundai,Santa Fe
9224,2005,Lagos,,foreign,4085000,0,Automatic,Lexus,RX 330
9225,2008,Lagos,,foreign,3535000,0,Automatic,Ford,F 250
9226,2007,Lagos,,foreign,2775000,85335,Automatic,Toyota,Avalon
9227,2006,Lagos,,foreign,2199999,80,Automatic,Toyota,RAV 4
9228,2010,Lagos,,foreign,7715000,56993,Automatic,Lexus,RX 350
9229,2004,Lagos,,foreign,2602500,0,Automatic,Toyota,Corolla
9230,2007,Lagos,,foreign,3465000,53148,Automatic,Acura,MDX
9231,2016,Lagos,,foreign,9915000,40,Automatic,Mercedes-Benz,C 300
9232,2012,Lagos,,foreign,4965000,58402,Automatic,Toyota,Sienna
9233,2010,Lagos,,,0,0,Automatic,Honda,Accord
9234,2009,Lagos,,foreign,0,0,Automatic,Toyota,Camry
9235,2008,Lagos,,foreign,0,89646,Automatic,Toyota,Camry
9236,2013,Lagos,,foreign,9365000,0,Automatic,Lexus,RX 200
9237,2011,Lagos,,foreign,4415000,70321,Automatic,Mercedes-Benz,C 300
9238,2000,Lagos,,foreign,1970000,0,Automatic,Nissan,Pathfinder
9239,2006,Lagos,,foreign,0,0,Automatic,Acura,MDX
9240,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
9241,2010,Lagos,,foreign,7055000,1,Automatic,Toyota,Venza
9242,2008,Lagos,,foreign,3755000,84000,Automatic,Lexus,IS 250
9243,2006,Lagos,,,0,0,Automatic,Toyota,Camry
9244,2007,Lagos,,foreign,3005000,85324,Automatic,Mercedes-Benz,E 320
9245,2004,Lagos,,foreign,3005000,0,Automatic,Mercedes-Benz,ML 350
9246,2013,Abuja,,foreign,2545000,53000,Automatic,Hyundai,Elantra
9247,2006,Lagos,,foreign,2890000,56362,Automatic,Toyota,Avalon
9248,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
9249,2005,Lagos,,foreign,0,0,Automatic,Toyota,4-Runner
9250,2009,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,GL 550
9251,2010,Lagos,,foreign,3480000,55243,Automatic,Toyota,Camry
9252,2018,Lagos,,foreign,58315000,24,Automatic,Lexus,LX 570
9253,2007,Lagos,,foreign,4415000,0,Automatic,Mercedes-Benz,ML 350
9254,2007,Lagos,,foreign,4195000,52871,Automatic,Lexus,ES 330
9255,2002,Lagos,,foreign,0,178,Automatic,Toyota,Camry
9256,2006,Lagos,,foreign,0,1000,Automatic,Volkswagen,Beetle
9257,2006,Lagos,,foreign,2717500,1,Automatic,Acura,MDX
9258,2008,Lagos,,foreign,3865000,82000,Automatic,Acura,MDX
9259,2013,Lagos,,foreign,6615000,0,Automatic,Toyota,Avalon
9260,2011,Lagos,,foreign,0,71736,Automatic,Mercedes-Benz,GLK 350
9261,2013,Lagos,,foreign,7715000,0,Automatic,Toyota,RAV 4
9262,2007,Lagos,,foreign,4250000,1,Automatic,Toyota,4-Runner
9263,2012,Lagos,,foreign,0,0,Automatic,Acura,ZDX
9264,2010,Lagos,,foreign,0,0,Automatic,Toyota,Camry
9265,2015,Lagos,,foreign,4635000,50000,Automatic,Honda,Accord
9266,2009,Lagos,,foreign,3005000,0,Automatic,Toyota,Camry
9267,2008,Lagos,,foreign,3120000,0,Automatic,Toyota,Sienna
9268,2013,Lagos,,foreign,4745000,125000,Automatic,Honda,Accord
9269,2009,Lagos,,foreign,3235000,57000,Automatic,Toyota,Sienna
9270,2011,Kaduna,,foreign,3645000,0,Automatic,Toyota,Corolla
9271,2008,Lagos,,foreign,3535000,0,Automatic,Toyota,Camry
9272,2010,Lagos,,,0,73992,Automatic,Honda,Accord
9273,2014,Lagos,,foreign,0,77700,Automatic,Mercedes-Benz,ML 350
9274,2011,Lagos,,foreign,4745000,432345,Automatic,Toyota,Sienna
9275,2013,Lagos,,foreign,14645000,1,Automatic,Lexus,GX 460
9276,2010,Lagos,,foreign,3177500,111,Automatic,Toyota,Avalon
9277,2016,Lagos,,foreign,38515000,0,Automatic,Mercedes-Benz,S 550
9278,2017,Kaduna,,foreign,6615000,0,Automatic,Honda,Accord
9279,2019,Lagos,,foreign,27515000,1750,Automatic,Lexus,RX 350
9280,2020,Lagos,,new,85815000,52,Automatic,Lexus,LX 570
9281,2006,Lagos,,foreign,1740000,11111,Automatic,Honda,Ridgeline
9282,2006,Lagos,,foreign,0,0,Automatic,Acura,MDX
9283,2011,Lagos,,foreign,6615000,0,Automatic,Toyota,Sienna
9284,2008,Lagos,,foreign,2315000,89888,Automatic,Volkswagen,Jetta
9285,2010,Lagos,,foreign,0,71234,Automatic,Lexus,RX 200
9286,2016,Lagos,,foreign,0,62333,Automatic,Lexus,GX 470
9287,2009,Lagos,,foreign,3920000,0,Automatic,Mercedes-Benz,C 300
9288,2012,Lagos,,foreign,9365000,0,Automatic,Mercedes-Benz,C 300
9289,2015,Lagos,,foreign,11895000,36,Automatic,Toyota,Highlander
9290,2013,Lagos,,foreign,5075000,67890,Automatic,Toyota,Camry
9291,2002,Lagos,,foreign,1280000,124575,Automatic,Toyota,4-Runner
9292,2016,Lagos,,foreign,27515000,30285,Automatic,Lexus,GX 460
9293,2015,Lagos,,foreign,14315000,0,Automatic,Acura,MDX
9294,2010,Lagos,,foreign,3975000,64833,Automatic,Toyota,Camry
9295,2011,Lagos,,foreign,5735000,63000,Automatic,Honda,Accord
9296,2008,Lagos,,foreign,0,0,Automatic,Lexus,GS 350
9297,2010,Lagos,,foreign,3350000,0,Automatic,Toyota,Camry
9298,2009,Lagos,,foreign,3235000,0,Automatic,Chrysler,160
9299,2007,Lagos,,foreign,3235000,0,Automatic,Toyota,RAV 4
9300,2015,Lagos,,foreign,10685000,96484,Automatic,Toyota,Highlander
9301,2014,Lagos,,foreign,27515000,0,Automatic,Jeep,Wrangler
9302,2006,Lagos,,foreign,0,121637,Automatic,Toyota,Corolla
9303,2012,Lagos,,foreign,0,47556,Automatic,Lexus,GX 470
9304,2011,Lagos,,foreign,3535000,84,Automatic,Hyundai,Sonata
