,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
3322,2017,Lagos,,foreign,21465000,23170,Automatic,Mercedes-Benz,E 300
3323,2015,Lagos,,foreign,5515000,0,Automatic,Toyota,Corolla
3324,2005,Lagos,,foreign,2752000,96000,Automatic,Toyota,Sienna
3325,2010,Lagos,,foreign,5405000,0,Automatic,Toyota,RAV 4
3326,2010,Lagos,,foreign,6175000,58632,Automatic,Toyota,Venza
3327,2010,Lagos,,foreign,1855000,12000,Automatic,Honda,City
3328,2005,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
3329,2014,Lagos,,foreign,9365000,78076,Automatic,Mercedes-Benz,GLK 350
3330,2008,Lagos,,foreign,3865000,0,Automatic,Toyota,RAV 4
3331,2014,Lagos,,,0,41462,Automatic,Toyota,Land Cruiser
3332,2014,Lagos,,foreign,17615000,90,Automatic,Lexus,GX 460
3333,2010,Lagos,,foreign,5845000,0,Automatic,Mercedes-Benz,ML 350
3334,2005,Lagos,,foreign,3465000,85421,Automatic,Toyota,4-Runner
3335,2018,Lagos,,foreign,49515000,15,Automatic,Lexus,LX 570
3336,2011,Lagos,,foreign,3407500,42355,Automatic,Toyota,Corolla
3337,2013,Lagos,,foreign,3810000,87000,Automatic,Honda,CR-V
3338,2011,Lagos,,foreign,19815000,0,Automatic,Mercedes-Benz,G 63 AMG
3339,2005,Lagos,,foreign,3700000,0,Automatic,Lexus,RX 330
3340,2002,Lagos,,foreign,1498500,103773,Automatic,Acura,MDX
3341,2004,Lagos,,foreign,2487500,1,Automatic,Toyota,Corolla
3342,2011,Ibadan,,foreign,6835000,0,Automatic,Toyota,Highlander
3343,2004,Lagos,,foreign,0,132000,Automatic,Toyota,Camry
3344,2013,Lagos,,foreign,3865000,0,Automatic,Toyota,Corolla
3345,2008,Lagos,,foreign,4195000,119800,Automatic,Lexus,ES 350
3346,2008,Lagos,,foreign,0,824556,Automatic,Ford,Edge
3347,2010,Lagos,,foreign,0,0,Automatic,Toyota,Venza
3348,2011,Lagos,,foreign,4635000,3725,Automatic,Toyota,Camry
3349,2020,Lagos,,new,39615000,0,Automatic,Toyota,Fortuner
3350,2008,Lagos,,foreign,2602500,785231,Automatic,Toyota,Matrix
3351,2013,Lagos,,foreign,0,0,Automatic,Ford,Explorer
3352,2002,Lagos,,foreign,1073000,100000,Automatic,Toyota,Sienna
3353,2014,Lagos,,foreign,0,51992,Automatic,Toyota,Corolla
3354,2009,Lagos,,foreign,3292500,0,Automatic,Toyota,Camry
3355,2018,Lagos,,foreign,20365000,0,Automatic,Lexus,GX 470
3356,2005,Lagos,,foreign,1487000,87975,Automatic,Toyota,Camry
3357,2009,Lagos,,foreign,3292500,1482,Automatic,Subaru,Outback
3358,2010,Lagos,,foreign,6615000,73000,Automatic,Mercedes-Benz,GLK 350
3359,2008,Lagos,,,0,74892,Automatic,Toyota,RAV 4
3360,2005,Lagos,,foreign,2315000,100883,Automatic,Toyota,Camry
3361,2011,Lagos,,foreign,3755000,0,Automatic,Toyota,Corolla
3362,2010,Lagos,,foreign,3465000,0,Automatic,Toyota,Corolla
3363,2006,Lagos,,,0,107000,Automatic,Toyota,Sienna
3364,2013,Lagos,,foreign,0,0,Automatic,Toyota,Camry
3365,2010,Lagos,,foreign,5515000,73000,Automatic,Honda,Accord
3366,2008,Lagos,,foreign,3755000,0,Automatic,Toyota,Camry
3367,2008,Lagos,,foreign,3177500,75431,Automatic,Toyota,Camry
3368,2006,Lagos,,foreign,0,100000,Automatic,Acura,MDX
3369,2018,Lagos,,foreign,21465000,0,Automatic,Toyota,4-Runner
3370,2008,Lagos,,foreign,3465000,0,Automatic,Toyota,Camry
3371,2008,Lagos,,foreign,3235000,80000,Automatic,Toyota,Camry
3372,2013,Lagos,,foreign,9915000,0,Automatic,Mercedes-Benz,ML 350
3373,2008,Lagos,,foreign,5845000,89653,Automatic,BMW,X6
3374,2008,Lagos,,foreign,2890000,80,Automatic,Mercedes-Benz,C 300
3375,2008,Lagos,,foreign,3235000,76000,Automatic,Toyota,Avalon
3376,2012,Lagos,,foreign,14205000,774230,Automatic,Toyota,Sequoia
3377,2008,Lagos,,foreign,5735000,653221,Automatic,Toyota,4-Runner
3378,2009,Lagos,,foreign,3865000,86365,Automatic,Lexus,IS 250
3379,2005,Lagos,,foreign,4415000,0,Automatic,Mercedes-Benz,ML 350
3380,2014,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,GLK 350
3381,1999,Lagos,,foreign,843000,100,Automatic,Toyota,4-Runner
3382,2003,Lagos,,foreign,2775000,0,Automatic,Lexus,RX 200
3383,2012,Lagos,,foreign,9475000,0,Automatic,Mercedes-Benz,ML 350
3384,2003,Lagos,,foreign,2430000,0,Automatic,Ford,F 150
3385,2013,Lagos,,foreign,10575000,0,Automatic,Mercedes-Benz,ML 350
3386,2005,Lagos,,,0,97353,Automatic,Honda,Pilot
3387,2003,Lagos,,foreign,1107500,0,Automatic,Honda,Accord
3388,2013,Lagos,,foreign,5075000,63000,Automatic,Toyota,Camry
3389,2003,Lagos,,foreign,2545000,0,Automatic,Lexus,RX 300
3390,2007,Lagos,,foreign,2545000,0,Automatic,Toyota,Corolla
3391,2008,Lagos,,foreign,1165000,0,Automatic,Kia,Rio
3392,2005,Lagos,,foreign,0,0,Automatic,Toyota,Sienna
3393,2010,Lagos,,foreign,0,100000,Automatic,Toyota,Corolla
3394,2014,Lagos,,foreign,5295000,0,Automatic,Toyota,Venza
3395,2010,Lagos,,foreign,3350000,196798,Automatic,Toyota,Camry
3396,2004,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
3397,2007,Lagos,,foreign,0,832512,Automatic,Toyota,Corolla
3398,1999,Rivers,,foreign,739500,0,Automatic,Toyota,Camry
3399,2010,Lagos,,foreign,5295000,0,Automatic,Lexus,ES 300
3400,2008,Lagos,,foreign,2315000,55,Automatic,Toyota,Vitz
3401,2005,Lagos,,foreign,0,120,Automatic,Toyota,Corolla
3402,2008,Lagos,,foreign,4085000,0,Automatic,Lexus,ES 300
3403,2010,Lagos,,foreign,0,0,Automatic,Toyota,Sequoia
3404,2008,Lagos,,foreign,5185000,1213,Automatic,Toyota,4-Runner
3405,2014,Lagos,,foreign,0,56000,Automatic,Land,Rover Range Rover Evoque
3406,2016,Lagos,,foreign,17065000,20000,Automatic,Mercedes-Benz,GLE 350
3407,2008,Lagos,,foreign,4635000,73322,Automatic,Lexus,RX 350
3408,2008,Lagos,,foreign,3645000,100000,Automatic,BMW,X3
3409,2008,Lagos,,foreign,3865000,75000,Automatic,Acura,MDX
3410,2013,Lagos,,foreign,0,71558,Automatic,Toyota,Corolla
3411,2013,Lagos,,foreign,7165000,0,Automatic,Mercedes-Benz,C 300
3412,2009,Lagos,,foreign,2717500,103598,Automatic,Toyota,Camry
3413,2008,Lagos,,foreign,3465000,0,Automatic,Toyota,RAV 4
3414,2012,Lagos,,foreign,4525000,0,Automatic,Toyota,RAV 4
3415,2010,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,C 300
3416,2013,Lagos,,foreign,7660000,0,Automatic,Toyota,Highlander
3417,2013,Lagos,,foreign,6720875,120894,Automatic,Toyota,RAV 4
3418,2011,Lagos,,foreign,6175000,0,Automatic,Toyota,Sienna
3419,2005,Lagos,,foreign,2832500,851234,Automatic,Lexus,ES 330
3420,2006,Lagos,,foreign,2430000,72,Automatic,Toyota,Corolla
3421,2010,Lagos,,foreign,6065000,0,Automatic,Toyota,Venza
3422,2004,Lagos,,foreign,0,0,Automatic,Lexus,ES 300
3423,2011,Lagos,,foreign,3407500,0,Automatic,Honda,Accord
3424,2008,Lagos,,foreign,3535000,0,Automatic,Toyota,Camry
3425,2004,Lagos,,foreign,1429500,73467,Automatic,Toyota,Camry
3426,2008,Lagos,,foreign,4250000,105203,Automatic,Mercedes-Benz,C 300
3427,2008,Lagos,,foreign,2775000,3214,Automatic,Toyota,Camry
3428,2010,Lagos,,foreign,3120000,100000,Automatic,Toyota,RAV 4
3429,2008,Lagos,,foreign,9365000,1,Automatic,Lexus,GX 470
3430,2012,Lagos,,foreign,5955000,0,Automatic,Mercedes-Benz,GLK 350
3431,2013,Lagos,,foreign,10465000,0,Automatic,Mercedes-Benz,ML 350
3432,2006,Lagos,,,0,24292,Automatic,Audi,A6
3433,2010,Lagos,,foreign,4690000,91578,Automatic,Toyota,RAV 4
3434,2005,Lagos,,foreign,2890000,56,Automatic,Toyota,Sienna
3435,2004,Lagos,,foreign,0,68532,Automatic,Toyota,Sequoia
3436,2011,Lagos,,foreign,3865000,1900,Automatic,Mercedes-Benz,C 300
3437,2010,Lagos,,foreign,1797500,61000,Automatic,Honda,Accord
3438,2009,Lagos,,foreign,1763000,91773,Automatic,Honda,Accord
3439,2008,Lagos,,foreign,3425000,102000,Automatic,Toyota,Sienna
3440,2014,Lagos,,foreign,15415000,100000,Automatic,Toyota,Land Cruiser
3441,2004,Lagos,,foreign,0,61525,Automatic,Toyota,Avalon
3442,2005,Lagos,,foreign,2234500,89578,Automatic,Toyota,Corolla
3443,2010,Lagos,,foreign,1682500,112089,Automatic,Kia,Optima
3444,2008,Lagos,,foreign,3645000,81566,Automatic,Acura,MDX
3445,2010,Lagos,,foreign,6945000,0,Automatic,Lexus,RX 350
3446,2004,Lagos,,foreign,2832500,84843,Automatic,Lexus,ES 330
3447,2012,Lagos,,foreign,0,34221,Automatic,Mercedes-Benz,GL 550
3448,2013,Lagos,,foreign,10795000,0,Automatic,Mercedes-Benz,ML 350
3449,2007,Lagos,,foreign,992500,0,Automatic,Honda,Accord
3450,2008,Lagos,,foreign,4404000,0,Automatic,Acura,MDX
3451,2014,Lagos,,foreign,0,99765,Automatic,Toyota,RAV 4
3452,2002,Lagos,,foreign,1625000,0,Automatic,Lexus,RX 300
3453,2007,Lagos,,foreign,4635000,1,Automatic,Toyota,4-Runner
3454,2005,Lagos,,foreign,4635000,46833,Automatic,Lexus,RX 330
3455,2010,Lagos,,foreign,4195000,72,Automatic,Honda,Crosstour
3456,2010,Lagos,,,0,65893,Automatic,Toyota,Venza
3457,2016,Lagos,,foreign,5845000,56321,Automatic,Toyota,Corolla
3458,2005,Lagos,,foreign,3292500,0,Automatic,Toyota,Sienna
3459,2008,Lagos,,foreign,5295000,0,Automatic,Toyota,4-Runner
3460,2004,Lagos,,foreign,2775000,63547,Automatic,Toyota,Corolla
3461,2007,Lagos,,foreign,4030000,1,Automatic,Toyota,Sequoia
3462,2012,Lagos,,foreign,4635000,0,Automatic,Toyota,Camry
3463,2012,Lagos,,foreign,11565000,0,Automatic,Mercedes-Benz,GL 450
3464,2008,Lagos,,foreign,3425000,0,Automatic,Acura,MDX
3465,2011,Lagos,,foreign,6615000,52000,Automatic,Toyota,Sienna
3466,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
3467,2020,Lagos,,new,24215000,23,Automatic,Toyota,Corolla
3468,2012,Lagos,,foreign,11015000,0,Automatic,Land,Rover Range Rover Evoque
3469,2015,Lagos,,foreign,7000000,0,Automatic,Toyota,Avalon
3470,2005,Lagos,,foreign,2947500,0,Automatic,Toyota,Sienna
3471,2005,Lagos,,foreign,2890000,63542,Automatic,Honda,CR-V
3472,2007,Lagos,,foreign,4360000,86580,Automatic,Lexus,ES 350
3473,2005,Lagos,,foreign,2545000,128580,Automatic,Toyota,Corolla
3474,2011,Lagos,,foreign,5515000,1,Automatic,Mercedes-Benz,E 350
3475,2005,Lagos,,foreign,3480000,132895,Automatic,Toyota,Highlander
3476,2010,Lagos,,foreign,3465000,0,Automatic,Toyota,Camry
3477,2011,Lagos,,foreign,5405000,0,Automatic,Ford,Edge
3478,2008,Lagos,,foreign,3235000,0,Automatic,Honda,CR-V
3479,2008,Lagos,,foreign,3235000,43421,Automatic,Toyota,Avalon
3480,2004,Lagos,,foreign,2947500,852315,Automatic,Toyota,Sequoia
3481,2015,Lagos,,foreign,5735000,0,Automatic,Toyota,Corolla
3482,2003,Lagos,,foreign,1912500,0,Automatic,Honda,CR-V
3483,2015,Lagos,,foreign,8705000,65000,Automatic,Toyota,Highlander
3484,2017,Lagos,,foreign,9035000,0,Automatic,Toyota,RAV 4
3485,2003,Lagos,,foreign,2027500,77842,Automatic,Nissan,Pathfinder
3486,2011,Lagos,,,0,65892,Automatic,Toyota,Camry
3487,2016,Lagos,,foreign,14315000,0,Automatic,Mercedes-Benz,GLE 350
3488,2007,Ibadan,,foreign,2717500,0,Automatic,Toyota,Corolla
3489,2015,Lagos,,foreign,0,65755,Automatic,Toyota,Venza
3490,2010,Lagos,,foreign,4965000,65967,Automatic,Toyota,RAV 4
3491,2014,Lagos,,foreign,5845000,115,Automatic,Honda,Accord
3492,2008,Lagos,,foreign,2717500,83374,Automatic,Nissan,Rogue
3493,2005,Lagos,,foreign,3535000,0,Automatic,Toyota,Highlander
3494,2004,Lagos,,foreign,2602500,0,Automatic,Toyota,Corolla
3495,2009,Lagos,,foreign,3645000,0,Automatic,Lexus,ES 300
3496,2010,Lagos,,foreign,7715000,65432,Automatic,Mercedes-Benz,GLK 350
3497,2019,Lagos,,foreign,24765000,1492,Automatic,Lexus,RX 350
3498,2008,Lagos,,foreign,3865000,0,Automatic,Toyota,RAV 4
3499,2014,Lagos,,foreign,7935000,34531,Automatic,Mercedes-Benz,C 300
3500,2012,Lagos,,foreign,5075000,72000,Automatic,Toyota,Highlander
3501,2005,Lagos,,foreign,5240000,0,Automatic,Lexus,GX 470
3502,2001,Lagos,,foreign,877500,67500,Automatic,Toyota,Camry
3503,2012,Lagos,,foreign,0,24443,Automatic,Toyota,Land Cruiser
3504,2011,Lagos,,foreign,7055000,83000,Automatic,Toyota,Venza
3505,2007,Lagos,,foreign,1889500,82553,Automatic,Toyota,Camry
3506,2011,Lagos,,foreign,7935000,0,Automatic,Lexus,RX 350
3507,2011,Lagos,,foreign,4965000,0,Automatic,Lexus,ES 350
3508,2003,Lagos,,foreign,2545000,0,Automatic,Toyota,Sienna
3509,2011,Lagos,,,0,194,Automatic,Ford,Edge
3510,2015,Lagos,,foreign,11015000,55156,Automatic,Mercedes-Benz,GLK 350
3511,2015,Lagos,,foreign,6615000,98542,Automatic,Toyota,Camry
3512,2010,Lagos,,foreign,0,81736,Automatic,Mercedes-Benz,GLK 350
3513,2013,Lagos,,foreign,7715000,43755,Automatic,Toyota,Venza
3514,2010,Lagos,,foreign,0,48632,Automatic,Toyota,RAV 4
3515,2009,Lagos,,foreign,2476000,0,Automatic,Honda,Civic
3516,2017,Lagos,,foreign,18715000,18644,Automatic,Mercedes-Benz,GLE 350
3517,2014,Lagos,,foreign,20365000,36585,Automatic,Lexus,GX 460
3518,2007,Lagos,,foreign,3425000,89449,Automatic,Acura,MDX
3519,2010,Lagos,,foreign,0,121890,Automatic,Toyota,Camry
3520,2014,Lagos,,foreign,0,21300,Automatic,Toyota,Corolla
3521,2013,Lagos,,foreign,0,0,Automatic,Ford,Explorer
3522,2005,Lagos,,,0,76765,Automatic,Lexus,LX 470
3523,2006,Rivers,,foreign,1452500,0,Automatic,Toyota,Sienna
3524,2008,Lagos,,foreign,1912500,71549,Automatic,Toyota,Corolla
3525,2010,Lagos,,foreign,0,54381,Automatic,Acura,ZDX
3526,2008,Lagos,,foreign,4140000,0,Automatic,Lexus,RX 200
3527,2013,Lagos,,foreign,9035000,43161,Automatic,Lexus,RX 350
3528,2002,Lagos,,foreign,992500,12012,Automatic,Toyota,Camry
3529,2013,Lagos,,foreign,5295000,87000,Automatic,Toyota,Camry
3530,2015,Lagos,,foreign,11565000,0,Automatic,Toyota,Highlander
3531,2008,Lagos,,foreign,5405000,160,Automatic,Mercedes-Benz,GL 450
3532,2015,Lagos,,,0,64000,Automatic,Toyota,Corolla
3533,2012,Lagos,,foreign,9915000,102321,Automatic,Land,Rover Range Rover Evoque
3534,2010,Lagos,,foreign,7385000,110000,Automatic,Toyota,Venza
3535,2009,Lagos,,foreign,0,0,Automatic,Acura,TL
3536,2009,Lagos,,foreign,3755000,63247,Automatic,Acura,MDX
3537,2012,Lagos,,foreign,4415000,4234,Automatic,Mercedes-Benz,C 300
3538,1999,Lagos,,foreign,762500,11242,Automatic,Volkswagen,Golf
3539,2007,Lagos,,foreign,2717500,97000,Automatic,Toyota,Avalon
3540,2005,Lagos,,foreign,0,52464,Automatic,Lexus,ES 330
3541,2008,Lagos,,foreign,0,58958,Automatic,Toyota,RAV 4
3542,2005,Lagos,,foreign,3062500,91923,Automatic,Toyota,Highlander
3543,2013,Lagos,,foreign,0,65000,Automatic,Toyota,4-Runner
3544,2012,Lagos,,foreign,3975000,100000,Automatic,Toyota,Camry
3545,2009,Lagos,,foreign,2947500,115096,Automatic,Honda,CR-V
3546,2010,Lagos,,foreign,3235000,0,Automatic,Toyota,Camry
3547,2003,Lagos,,foreign,2660000,0,Automatic,Toyota,RAV 4
3548,2014,Lagos,,foreign,9365000,82166,Automatic,Toyota,Venza
3549,2007,Lagos,,foreign,2717500,0,Automatic,Toyota,Corolla
3550,2008,Lagos,,,0,74782,Automatic,Lexus,ES 350
3551,2008,Lagos,,foreign,2085000,87000,Automatic,Honda,CR-V
3552,2013,Lagos,,foreign,4195000,48331,Automatic,Toyota,Corolla
3553,2014,Lagos,,foreign,3590000,10000,Automatic,Honda,Accord
3554,2004,Lagos,,foreign,2315000,88000,Automatic,Toyota,Sienna
3555,2019,Lagos,,foreign,0,0,Automatic,Toyota,Camry
3556,2011,Lagos,,foreign,3645000,50000,Automatic,Toyota,Camry
3557,2010,Lagos,,foreign,6615000,72537,Automatic,Toyota,Hiace
3558,2008,Lagos,,foreign,3865000,0,Automatic,Lexus,ES 350
3559,2010,Lagos,,foreign,7715000,106235,Automatic,Mercedes-Benz,GLK 350
3560,2012,Lagos,,foreign,8595000,0,Automatic,Toyota,Highlander
3561,2010,Lagos,,foreign,5515000,0,Automatic,Toyota,Venza
3562,2006,Lagos,,foreign,0,58255,Automatic,Toyota,Tacoma
3563,2010,Lagos,,foreign,3062500,51252,Automatic,Honda,Accord
3564,2011,Lagos,,foreign,4800000,53454,Automatic,Lexus,ES 350
3565,2006,Lagos,,foreign,3235000,0,Automatic,Toyota,Land Cruiser
3566,2018,Lagos,,foreign,24215000,69342,Automatic,Toyota,Highlander
3567,2007,Lagos,,foreign,0,68524,Automatic,Honda,CR-V
3568,2010,Lagos,,foreign,5240000,68502,Automatic,Toyota,Venza
3569,2009,Lagos,,foreign,7165000,0,Automatic,Toyota,Venza
3570,2006,Lagos,,foreign,3005000,70162,Automatic,Toyota,Avalon
3571,2014,Lagos,,foreign,8815000,35,Automatic,Ford,Explorer
3572,2010,Lagos,,foreign,9695000,875422,Automatic,Toyota,Sequoia
3573,2005,Lagos,,foreign,3755000,0,Automatic,Lexus,RX 200
3574,2007,Lagos,,foreign,3865000,13648,Automatic,Toyota,Camry
3575,2012,Lagos,,foreign,7385000,0,Automatic,Toyota,Highlander
3576,2005,Lagos,,foreign,3350000,0,Automatic,Toyota,4-Runner
3577,2004,Lagos,,foreign,2315000,86000,Automatic,Toyota,Matrix
3578,2008,Lagos,,foreign,2430000,99000,Automatic,Hyundai,Elantra
3579,2005,Lagos,,foreign,0,62132,Automatic,Lexus,GX 470
3580,2018,Lagos,,foreign,68215000,0,Automatic,Lexus,LX 470
3581,2004,Lagos,,foreign,1970000,0,Automatic,Toyota,Avalon
3582,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
3583,2008,Lagos,,foreign,4635000,0,Automatic,Lexus,ES 350
3584,2012,Lagos,,foreign,5405000,0,Automatic,Toyota,Sienna
3585,2011,Lagos,,foreign,5295000,50000,Automatic,Mercedes-Benz,C 300
3586,2007,Lagos,,foreign,4525010,0,Automatic,Toyota,4-Runner
3587,2009,Lagos,,foreign,0,0,Automatic,Lexus,ES 350
3588,2009,Lagos,,foreign,4085000,0,Automatic,Mercedes-Benz,E 350
3589,2005,Lagos,,foreign,3005000,0,Automatic,Toyota,Sienna
3590,2010,Lagos,,foreign,5295000,0,Automatic,Mazda,CX-9
3591,2012,Lagos,,foreign,13215000,0,Automatic,Lexus,GX 470
3592,2013,Lagos,,foreign,17615000,46677,Automatic,Land,Rover Range Rover Evoque
3593,2007,Lagos,,foreign,3350000,65432,Automatic,Toyota,Previa
3594,2012,Lagos,,foreign,0,0,Automatic,Toyota,Sienna
3595,2008,Lagos,,foreign,4305000,35252,Automatic,Lexus,ES 350
3596,2016,Lagos,,foreign,11895000,0,Automatic,Honda,Pilot
3597,2008,Lagos,,foreign,3425000,0,Automatic,Acura,MDX
3598,2004,Lagos,,foreign,2890000,0,Automatic,Toyota,RAV 4
3599,2007,Lagos,,foreign,4415000,99753,Automatic,Lexus,RX 350
3600,2014,Lagos,,foreign,16515000,0,Automatic,Lexus,GX 460
3601,2007,Lagos,,foreign,5295000,150000,Automatic,Lexus,RX 350
3602,2017,Lagos,,foreign,44015000,0,Automatic,Lexus,LX 470
3603,2011,Lagos,,foreign,3865000,74213,Automatic,Toyota,Camry
3604,2009,Lagos,,foreign,0,80000,Automatic,Toyota,Camry
3605,2008,Lagos,,foreign,4635000,111401,Automatic,Lexus,GS 350
3606,2004,Lagos,,foreign,1625000,0,Automatic,Toyota,Corolla
3607,2010,Lagos,,foreign,1280000,80000,Automatic,Hyundai,Sonata
3608,2019,Lagos,,foreign,15415000,49996,Automatic,Lexus,LX 570
3609,2005,Lagos,,foreign,3465000,0,Automatic,Toyota,4-Runner
3610,2015,Lagos,,foreign,0,0,Automatic,Toyota,Highlander
3611,2010,Lagos,,foreign,5514999,38542,Automatic,Mercedes-Benz,ML 350
3612,2003,Lagos,,foreign,1590500,81553,Automatic,Lexus,ES 300
3613,2012,Rivers,,foreign,2257500,0,Automatic,Kia,Sportage
3614,2015,Lagos,,foreign,16515000,0,Automatic,Toyota,4-Runner
3615,2016,Lagos,,foreign,5735000,0,Automatic,Toyota,Corolla
3616,2014,Lagos,,foreign,7935000,40000,Automatic,Mercedes-Benz,GLK 350
3617,2009,Lagos,,foreign,2890000,82343,Automatic,Honda,Odyssey
3618,2006,Lagos,,foreign,1395000,150000,Automatic,Land,Rover Range Rover Evoque
3619,2013,Lagos,,foreign,0,0,Automatic,Toyota,Venza
3620,2005,Lagos,,foreign,4415000,1,Automatic,Toyota,Tacoma
3621,2004,Lagos,,foreign,2430000,1,Automatic,Toyota,Matrix
3622,2003,Lagos,,foreign,1625000,98000,Automatic,Toyota,Camry
3623,2007,Lagos,,foreign,3177500,98000,Automatic,Toyota,Camry
3624,2014,Ibadan,,foreign,10465000,0,Automatic,Lexus,ES 350
3625,2007,Lagos,,foreign,4305000,0,Automatic,Lexus,GS 300
3626,2014,Lagos,,foreign,15965000,35012,Automatic,Lexus,GX 460
3627,2015,Lagos,,foreign,10850000,11000,Automatic,Mercedes-Benz,E 350
3628,2018,Lagos,,foreign,0,1415,Automatic,Toyota,Camry
3629,2011,Rivers,,foreign,4635000,0,Automatic,Acura,MDX
3630,2006,Lagos,,foreign,2315000,52000,Automatic,Mercedes-Benz,C 230
3631,2010,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,C 300
3632,2006,Lagos,,,0,100,Automatic,Mitsubishi,Pajero
3633,2010,Lagos,,foreign,4965000,0,Automatic,Toyota,RAV 4
3634,2015,Lagos,,foreign,12115000,0,Automatic,Lexus,ES 350
3635,2017,Lagos,,foreign,20365000,83000,Automatic,Toyota,Highlander
3636,2016,Lagos,,foreign,10465000,0,Automatic,Toyota,Camry
3637,2004,Lagos,,foreign,3425000,0,Automatic,Lexus,RX 330
3638,2013,Lagos,,foreign,6395000,68831,Automatic,Honda,Accord
3639,2004,Lagos,,foreign,4635000,56361,Automatic,Toyota,Tacoma
3640,2017,Lagos,,foreign,8265000,43562,Automatic,Toyota,Corolla
3641,2004,Lagos,,foreign,2487500,1,Automatic,Toyota,Corolla
3642,2010,Lagos,,foreign,4415000,42,Automatic,Toyota,RAV 4
3643,2005,Lagos,,foreign,6065000,62132,Automatic,Lexus,GX 470
3644,2009,Lagos,,foreign,3120000,72922,Automatic,Pontiac,Vibe
3645,2010,Lagos,,foreign,0,103000,Automatic,Mercedes-Benz,GLK 350
3646,2008,Lagos,,foreign,0,65783,Automatic,Toyota,Camry
3647,2008,Lagos,,foreign,4250000,0,Automatic,Mercedes-Benz,ML 350
3648,2017,Lagos,,foreign,0,5000,Automatic,Ford,Edge
3649,2009,Lagos,,foreign,3005000,0,Automatic,Toyota,Camry
3650,2015,Lagos,,foreign,15415000,34322,Automatic,Mercedes-Benz,C 300
3651,2011,Lagos,,foreign,4745000,65210,Automatic,Toyota,RAV 4
3652,2013,Lagos,,foreign,6065000,0,Automatic,Toyota,Camry
3653,2019,Lagos,,new,154015008,100,Automatic,Land,Rover Range Rover Evoque
3654,2008,Lagos,,foreign,3425000,63955,Automatic,Toyota,Camry
3655,2010,Lagos,,foreign,7715000,0,Automatic,Lexus,RX 200
3656,2007,Lagos,,foreign,2717500,89000,Automatic,Toyota,Avalon
3657,2014,Lagos,,foreign,8265000,69000,Automatic,Mercedes-Benz,GLK 350
3658,2013,Lagos,,foreign,8705000,0,Automatic,Lexus,RX 350
3659,2017,Lagos,,foreign,17835000,3582,Automatic,Toyota,Highlander
3660,2008,Lagos,,foreign,4305000,0,Automatic,Mercedes-Benz,ML 350
3661,2014,Lagos,,foreign,9365000,41122,Automatic,Toyota,RAV 4
3662,2006,Lagos,,foreign,6065000,0,Automatic,Lexus,GX 470
3663,2007,Lagos,,foreign,0,45633,Automatic,Toyota,Sequoia
3664,2005,Lagos,,foreign,3407500,102665,Automatic,Toyota,4-Runner
3665,2013,Lagos,,foreign,0,81335,Automatic,Toyota,Venza
3666,2007,Lagos,,foreign,2660000,0,Automatic,Honda,Pilot
3667,2007,Lagos,,foreign,0,85932,Automatic,Volkswagen,Jetta
3668,2014,Lagos,,foreign,9365000,73560,Automatic,Infiniti,QX60
3669,2014,Lagos,,foreign,16020000,0,Automatic,Land,Rover Range Rover Evoque
3670,2011,Lagos,,foreign,0,44563,Automatic,Toyota,RAV 4
3671,2005,Rivers,,foreign,2188500,0,Automatic,Lexus,RX 200
3672,2010,Lagos,,foreign,0,34324,Automatic,Lexus,ES 350
3673,2010,Lagos,,foreign,5075000,52635,Automatic,Mercedes-Benz,C 300
3674,2012,Lagos,,foreign,2890000,97355,Automatic,Honda,Accord
3675,2011,Lagos,,foreign,0,89548,Automatic,Toyota,RAV 4
3676,2005,Lagos,,foreign,3120000,0,Automatic,Toyota,RAV 4
3677,2009,Lagos,,foreign,3755000,0,Automatic,Toyota,Camry
3678,2017,Lagos,,foreign,29713900,27526,Automatic,Lexus,GX 460
3679,2013,Lagos,,foreign,10465000,62123,Automatic,Lexus,RX 350
3680,2012,Lagos,,foreign,9915000,64000,Automatic,Mercedes-Benz,ML 350
3681,2013,Rivers,,foreign,3292500,0,Automatic,Toyota,Camry
3682,2008,Lagos,,foreign,0,63251,Automatic,Lexus,RX 200
3683,2013,Lagos,,foreign,14095000,63583,Automatic,Land,Rover Range Rover Evoque
3684,2008,Lagos,,foreign,3005000,0,Automatic,Lexus,ES 350
3685,2010,Lagos,,foreign,2280500,0,Automatic,Honda,Accord
3686,2013,Lagos,,foreign,5130000,154048,Automatic,Toyota,Venza
3687,2015,Rivers,,foreign,10795000,0,Automatic,Toyota,Land Cruiser
3688,2013,Abuja,,foreign,0,87248,Automatic,Lexus,RX 350
3689,2019,Lagos,,new,0,259,Automatic,Toyota,Land Cruiser
3690,2008,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
3691,2010,Lagos,,foreign,5515000,0,Automatic,Mercedes-Benz,ML 350
3692,2012,Lagos,,foreign,6175000,0,Automatic,Mercedes-Benz,GLK 350
