,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
3287,,Lagos,foreign,,3.0,2004.0,Toyota,Camry,Automatic,16.0
3288,,Lagos,foreign,,3.0,2009.0,Toyota,Highlander,Automatic,11.0
3289,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3290,,Ibadan,foreign,,3.0,2007.0,Acura,MDX,Automatic,13.0
3291,,Lagos,foreign,,3.0,2011.0,Lexus,RX 450,Automatic,9.0
3292,,Lagos,foreign,,3.0,2005.0,Ford,Explorer,Automatic,15.0
3293,,Lagos,foreign,,3.0,2017.0,Honda,Accord,Automatic,3.0
3294,,Lagos,foreign,,3.0,2015.0,Lexus,ES 350,Automatic,5.0
3295,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
3296,,Abuja,foreign,,3.0,2018.0,Honda,CR-V,Automatic,2.0
3297,,Lagos,foreign,,3.0,2006.0,Lexus,RX 330,Automatic,14.0
3298,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3299,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3300,,Lagos,foreign,,3.0,2014.0,Jeep,Wrangler,Automatic,6.0
3302,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,C 300,Automatic,4.0
3303,,Lagos,foreign,,3.0,2001.0,Toyota,Camry,Automatic,19.0
3304,,Lagos,foreign,,3.0,2008.0,Mitsubishi,Pajero,Automatic,12.0
3305,,Lagos,foreign,,3.0,2008.0,Ford,Edge,Automatic,12.0
3306,,Lagos,foreign,,3.0,2008.0,Toyota,Sienna,Automatic,12.0
3307,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3308,,Lagos,foreign,,3.0,2009.0,Acura,MDX,Automatic,11.0
3309,,Lagos,foreign,,3.0,2016.0,Toyota,Camry,Automatic,4.0
3310,,Lagos,foreign,,3.0,2015.0,Ford,Mustang,Automatic,5.0
3311,,Lagos,foreign,,3.0,2010.0,Lexus,ES 300,Automatic,10.0
3312,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3313,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3314,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
3316,,Lagos,foreign,,3.0,2006.0,Lexus,GX 470,Automatic,14.0
3317,,Lagos,foreign,,3.0,2010.0,Acura,MDX,Automatic,10.0
3318,,Abuja,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3319,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3320,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
3321,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3322,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,E 300,Automatic,3.0
3323,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
3324,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3325,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3326,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3327,,Lagos,foreign,,3.0,2010.0,Honda,City,Automatic,10.0
3328,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
3329,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
3330,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3331,,Lagos,foreign,,3.0,2014.0,Toyota,Land Cruiser,Automatic,6.0
3332,,Lagos,foreign,,3.0,2014.0,Lexus,GX 460,Automatic,6.0
3333,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
3334,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3335,,Lagos,foreign,,3.0,2018.0,Lexus,LX 570,Automatic,2.0
3336,,Lagos,foreign,,3.0,2011.0,Toyota,Corolla,Automatic,9.0
3337,,Lagos,foreign,,3.0,2013.0,Honda,CR-V,Automatic,7.0
3338,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,G 63 AMG,Automatic,9.0
3339,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
3340,,Lagos,foreign,,3.0,2002.0,Acura,MDX,Automatic,18.0
3341,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3342,,Ibadan,foreign,,3.0,2011.0,Toyota,Highlander,Automatic,9.0
3343,,Lagos,foreign,,3.0,2004.0,Toyota,Camry,Automatic,16.0
3344,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
3345,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3346,,Lagos,foreign,,3.0,2008.0,Ford,Edge,Automatic,12.0
3347,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3348,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3350,,Lagos,foreign,,3.0,2008.0,Toyota,Matrix,Automatic,12.0
3351,,Lagos,foreign,,3.0,2013.0,Ford,Explorer,Automatic,7.0
3352,,Lagos,foreign,,3.0,2002.0,Toyota,Sienna,Automatic,18.0
3353,,Lagos,foreign,,3.0,2014.0,Toyota,Corolla,Automatic,6.0
3354,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3355,,Lagos,foreign,,3.0,2018.0,Lexus,GX 470,Automatic,2.0
3356,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
3357,,Lagos,foreign,,3.0,2009.0,Subaru,Outback,Automatic,11.0
3358,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
3359,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3360,,Lagos,foreign,,3.0,2005.0,Toyota,Camry,Automatic,15.0
3361,,Lagos,foreign,,3.0,2011.0,Toyota,Corolla,Automatic,9.0
3362,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3363,,Lagos,foreign,,3.0,2006.0,Toyota,Sienna,Automatic,14.0
3364,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3365,,Lagos,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
3366,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3367,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3368,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
3369,,Lagos,foreign,,3.0,2018.0,Toyota,4-Runner,Automatic,2.0
3370,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3371,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3372,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3373,,Lagos,foreign,,3.0,2008.0,BMW,X6,Automatic,12.0
3374,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,C 300,Automatic,12.0
3375,,Lagos,foreign,,3.0,2008.0,Toyota,Avalon,Automatic,12.0
3376,,Lagos,foreign,,3.0,2012.0,Toyota,Sequoia,Automatic,8.0
3377,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3378,,Lagos,foreign,,3.0,2009.0,Lexus,IS 250,Automatic,11.0
3379,,Lagos,foreign,,3.0,2005.0,Mercedes-Benz,ML 350,Automatic,15.0
3380,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
3381,,Lagos,foreign,,3.0,1999.0,Toyota,4-Runner,Automatic,21.0
3382,,Lagos,foreign,,3.0,2003.0,Lexus,RX 200,Automatic,17.0
3383,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
3384,,Lagos,foreign,,3.0,2003.0,Ford,F 150,Automatic,17.0
3385,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3386,,Lagos,foreign,,3.0,2005.0,Honda,Pilot,Automatic,15.0
3387,,Lagos,foreign,,3.0,2003.0,Honda,Accord,Automatic,17.0
3388,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3389,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
3390,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
3391,,Lagos,foreign,,3.0,2008.0,Kia,Rio,Automatic,12.0
3392,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3393,,Lagos,foreign,,3.0,2010.0,Toyota,Corolla,Automatic,10.0
3394,,Lagos,foreign,,3.0,2014.0,Toyota,Venza,Automatic,6.0
3395,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3396,,Lagos,foreign,,3.0,2004.0,Lexus,GX 470,Automatic,16.0
3397,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
3398,,Rivers,foreign,,3.0,1999.0,Toyota,Camry,Automatic,21.0
3399,,Lagos,foreign,,3.0,2010.0,Lexus,ES 300,Automatic,10.0
3400,,Lagos,foreign,,3.0,2008.0,Toyota,Vitz,Automatic,12.0
3401,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
3402,,Lagos,foreign,,3.0,2008.0,Lexus,ES 300,Automatic,12.0
3403,,Lagos,foreign,,3.0,2010.0,Toyota,Sequoia,Automatic,10.0
3404,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3405,,Lagos,foreign,,3.0,2014.0,Land,Rover Range Rover Evoque,Automatic,6.0
3406,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLE 350,Automatic,4.0
3407,,Lagos,foreign,,3.0,2008.0,Lexus,RX 350,Automatic,12.0
3408,,Lagos,foreign,,3.0,2008.0,BMW,X3,Automatic,12.0
3409,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3410,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
3411,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,C 300,Automatic,7.0
3412,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3413,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3414,,Lagos,foreign,,3.0,2012.0,Toyota,RAV 4,Automatic,8.0
3415,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,C 300,Automatic,10.0
3416,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
3417,,Lagos,foreign,,3.0,2013.0,Toyota,RAV 4,Automatic,7.0
3418,,Lagos,foreign,,3.0,2011.0,Toyota,Sienna,Automatic,9.0
3419,,Lagos,foreign,,3.0,2005.0,Lexus,ES 330,Automatic,15.0
3420,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
3421,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3422,,Lagos,foreign,,3.0,2004.0,Lexus,ES 300,Automatic,16.0
3423,,Lagos,foreign,,3.0,2011.0,Honda,Accord,Automatic,9.0
3424,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3425,,Lagos,foreign,,3.0,2004.0,Toyota,Camry,Automatic,16.0
3426,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,C 300,Automatic,12.0
3427,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
3428,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3429,,Lagos,foreign,,3.0,2008.0,Lexus,GX 470,Automatic,12.0
3430,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GLK 350,Automatic,8.0
3431,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3432,,Lagos,foreign,,3.0,2006.0,Audi,A6,Automatic,14.0
3433,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3434,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3435,,Lagos,foreign,,3.0,2004.0,Toyota,Sequoia,Automatic,16.0
3436,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,C 300,Automatic,9.0
3437,,Lagos,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
3438,,Lagos,foreign,,3.0,2009.0,Honda,Accord,Automatic,11.0
3439,,Lagos,foreign,,3.0,2008.0,Toyota,Sienna,Automatic,12.0
3440,,Lagos,foreign,,3.0,2014.0,Toyota,Land Cruiser,Automatic,6.0
3441,,Lagos,foreign,,3.0,2004.0,Toyota,Avalon,Automatic,16.0
3442,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
3443,,Lagos,foreign,,3.0,2010.0,Kia,Optima,Automatic,10.0
3444,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3445,,Lagos,foreign,,3.0,2010.0,Lexus,RX 350,Automatic,10.0
3446,,Lagos,foreign,,3.0,2004.0,Lexus,ES 330,Automatic,16.0
3447,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GL 550,Automatic,8.0
3448,,Lagos,foreign,,3.0,2013.0,Mercedes-Benz,ML 350,Automatic,7.0
3449,,Lagos,foreign,,3.0,2007.0,Honda,Accord,Automatic,13.0
3450,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3451,,Lagos,foreign,,3.0,2014.0,Toyota,RAV 4,Automatic,6.0
3452,,Lagos,foreign,,3.0,2002.0,Lexus,RX 300,Automatic,18.0
3453,,Lagos,foreign,,3.0,2007.0,Toyota,4-Runner,Automatic,13.0
3454,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
3455,,Lagos,foreign,,3.0,2010.0,Honda,Crosstour,Automatic,10.0
3456,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3457,,Lagos,foreign,,3.0,2016.0,Toyota,Corolla,Automatic,4.0
3458,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3459,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
3460,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3461,,Lagos,foreign,,3.0,2007.0,Toyota,Sequoia,Automatic,13.0
3462,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3463,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,GL 450,Automatic,8.0
3464,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3465,,Lagos,foreign,,3.0,2011.0,Toyota,Sienna,Automatic,9.0
3466,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3468,,Lagos,foreign,,3.0,2012.0,Land,Rover Range Rover Evoque,Automatic,8.0
3469,,Lagos,foreign,,3.0,2015.0,Toyota,Avalon,Automatic,5.0
3470,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3471,,Lagos,foreign,,3.0,2005.0,Honda,CR-V,Automatic,15.0
3472,,Lagos,foreign,,3.0,2007.0,Lexus,ES 350,Automatic,13.0
3473,,Lagos,foreign,,3.0,2005.0,Toyota,Corolla,Automatic,15.0
3474,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,E 350,Automatic,9.0
3475,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3476,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3477,,Lagos,foreign,,3.0,2011.0,Ford,Edge,Automatic,9.0
3478,,Lagos,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
3479,,Lagos,foreign,,3.0,2008.0,Toyota,Avalon,Automatic,12.0
3480,,Lagos,foreign,,3.0,2004.0,Toyota,Sequoia,Automatic,16.0
3481,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
3482,,Lagos,foreign,,3.0,2003.0,Honda,CR-V,Automatic,17.0
3483,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
3484,,Lagos,foreign,,3.0,2017.0,Toyota,RAV 4,Automatic,3.0
3485,,Lagos,foreign,,3.0,2003.0,Nissan,Pathfinder,Automatic,17.0
3486,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3487,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLE 350,Automatic,4.0
3488,,Ibadan,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
3489,,Lagos,foreign,,3.0,2015.0,Toyota,Venza,Automatic,5.0
3490,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3491,,Lagos,foreign,,3.0,2014.0,Honda,Accord,Automatic,6.0
3492,,Lagos,foreign,,3.0,2008.0,Nissan,Rogue,Automatic,12.0
3493,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3494,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3495,,Lagos,foreign,,3.0,2009.0,Lexus,ES 300,Automatic,11.0
3496,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
3497,,Lagos,foreign,,3.0,2019.0,Lexus,RX 350,Automatic,1.0
3498,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3499,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,C 300,Automatic,6.0
3500,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
3501,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
3502,,Lagos,foreign,,3.0,2001.0,Toyota,Camry,Automatic,19.0
3503,,Lagos,foreign,,3.0,2012.0,Toyota,Land Cruiser,Automatic,8.0
3504,,Lagos,foreign,,3.0,2011.0,Toyota,Venza,Automatic,9.0
3505,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
3506,,Lagos,foreign,,3.0,2011.0,Lexus,RX 350,Automatic,9.0
3507,,Lagos,foreign,,3.0,2011.0,Lexus,ES 350,Automatic,9.0
3508,,Lagos,foreign,,3.0,2003.0,Toyota,Sienna,Automatic,17.0
3509,,Lagos,foreign,,3.0,2011.0,Ford,Edge,Automatic,9.0
3510,,Lagos,foreign,,3.0,2015.0,Mercedes-Benz,GLK 350,Automatic,5.0
3511,,Lagos,foreign,,3.0,2015.0,Toyota,Camry,Automatic,5.0
3512,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
3513,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
3514,,Lagos,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
3515,,Lagos,foreign,,3.0,2009.0,Honda,Civic,Automatic,11.0
3516,,Lagos,foreign,,3.0,2017.0,Mercedes-Benz,GLE 350,Automatic,3.0
3517,,Lagos,foreign,,3.0,2014.0,Lexus,GX 460,Automatic,6.0
3518,,Lagos,foreign,,3.0,2007.0,Acura,MDX,Automatic,13.0
3519,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3520,,Lagos,foreign,,3.0,2014.0,Toyota,Corolla,Automatic,6.0
3521,,Lagos,foreign,,3.0,2013.0,Ford,Explorer,Automatic,7.0
3522,,Lagos,foreign,,3.0,2005.0,Lexus,LX 470,Automatic,15.0
3523,,Rivers,foreign,,3.0,2006.0,Toyota,Sienna,Automatic,14.0
3524,,Lagos,foreign,,3.0,2008.0,Toyota,Corolla,Automatic,12.0
3525,,Lagos,foreign,,3.0,2010.0,Acura,ZDX,Automatic,10.0
3526,,Lagos,foreign,,3.0,2008.0,Lexus,RX 200,Automatic,12.0
3527,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
3528,,Lagos,foreign,,3.0,2002.0,Toyota,Camry,Automatic,18.0
3529,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
3530,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
3531,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,GL 450,Automatic,12.0
3532,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
3533,,Lagos,foreign,,3.0,2012.0,Land,Rover Range Rover Evoque,Automatic,8.0
3534,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3535,,Lagos,foreign,,3.0,2009.0,Acura,TL,Automatic,11.0
3536,,Lagos,foreign,,3.0,2009.0,Acura,MDX,Automatic,11.0
3537,,Lagos,foreign,,3.0,2012.0,Mercedes-Benz,C 300,Automatic,8.0
3538,,Lagos,foreign,,3.0,1999.0,Volkswagen,Golf,Automatic,21.0
3539,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
3540,,Lagos,foreign,,3.0,2005.0,Lexus,ES 330,Automatic,15.0
3541,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
3542,,Lagos,foreign,,3.0,2005.0,Toyota,Highlander,Automatic,15.0
3543,,Lagos,foreign,,3.0,2013.0,Toyota,4-Runner,Automatic,7.0
3544,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
3545,,Lagos,foreign,,3.0,2009.0,Honda,CR-V,Automatic,11.0
3546,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
3547,,Lagos,foreign,,3.0,2003.0,Toyota,RAV 4,Automatic,17.0
3548,,Lagos,foreign,,3.0,2014.0,Toyota,Venza,Automatic,6.0
3549,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
3550,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3551,,Lagos,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
3552,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
3553,,Lagos,foreign,,3.0,2014.0,Honda,Accord,Automatic,6.0
3554,,Lagos,foreign,,3.0,2004.0,Toyota,Sienna,Automatic,16.0
3555,,Lagos,foreign,,3.0,2019.0,Toyota,Camry,Automatic,1.0
3556,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3557,,Lagos,foreign,,3.0,2010.0,Toyota,Hiace,Automatic,10.0
3558,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3559,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
3560,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
3561,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3562,,Lagos,foreign,,3.0,2006.0,Toyota,Tacoma,Automatic,14.0
3563,,Lagos,foreign,,3.0,2010.0,Honda,Accord,Automatic,10.0
3564,,Lagos,foreign,,3.0,2011.0,Lexus,ES 350,Automatic,9.0
3565,,Lagos,foreign,,3.0,2006.0,Toyota,Land Cruiser,Automatic,14.0
3566,,Lagos,foreign,,3.0,2018.0,Toyota,Highlander,Automatic,2.0
3567,,Lagos,foreign,,3.0,2007.0,Honda,CR-V,Automatic,13.0
3568,,Lagos,foreign,,3.0,2010.0,Toyota,Venza,Automatic,10.0
3569,,Lagos,foreign,,3.0,2009.0,Toyota,Venza,Automatic,11.0
3570,,Lagos,foreign,,3.0,2006.0,Toyota,Avalon,Automatic,14.0
3571,,Lagos,foreign,,3.0,2014.0,Ford,Explorer,Automatic,6.0
3572,,Lagos,foreign,,3.0,2010.0,Toyota,Sequoia,Automatic,10.0
3573,,Lagos,foreign,,3.0,2005.0,Lexus,RX 200,Automatic,15.0
3574,,Lagos,foreign,,3.0,2007.0,Toyota,Camry,Automatic,13.0
3575,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
3576,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3577,,Lagos,foreign,,3.0,2004.0,Toyota,Matrix,Automatic,16.0
3578,,Lagos,foreign,,3.0,2008.0,Hyundai,Elantra,Automatic,12.0
3579,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
3580,,Lagos,foreign,,3.0,2018.0,Lexus,LX 470,Automatic,2.0
3581,,Lagos,foreign,,3.0,2004.0,Toyota,Avalon,Automatic,16.0
3582,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3583,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3584,,Lagos,foreign,,3.0,2012.0,Toyota,Sienna,Automatic,8.0
3585,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,C 300,Automatic,9.0
3586,,Lagos,foreign,,3.0,2007.0,Toyota,4-Runner,Automatic,13.0
3587,,Lagos,foreign,,3.0,2009.0,Lexus,ES 350,Automatic,11.0
3588,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,E 350,Automatic,11.0
3589,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
3590,,Lagos,foreign,,3.0,2010.0,Mazda,CX-9,Automatic,10.0
3591,,Lagos,foreign,,3.0,2012.0,Lexus,GX 470,Automatic,8.0
3592,,Lagos,foreign,,3.0,2013.0,Land,Rover Range Rover Evoque,Automatic,7.0
3593,,Lagos,foreign,,3.0,2007.0,Toyota,Previa,Automatic,13.0
3594,,Lagos,foreign,,3.0,2012.0,Toyota,Sienna,Automatic,8.0
3595,,Lagos,foreign,,3.0,2008.0,Lexus,ES 350,Automatic,12.0
3596,,Lagos,foreign,,3.0,2016.0,Honda,Pilot,Automatic,4.0
3597,,Lagos,foreign,,3.0,2008.0,Acura,MDX,Automatic,12.0
3598,,Lagos,foreign,,3.0,2004.0,Toyota,RAV 4,Automatic,16.0
3599,,Lagos,foreign,,3.0,2007.0,Lexus,RX 350,Automatic,13.0
3600,,Lagos,foreign,,3.0,2014.0,Lexus,GX 460,Automatic,6.0
3601,,Lagos,foreign,,3.0,2007.0,Lexus,RX 350,Automatic,13.0
3602,,Lagos,foreign,,3.0,2017.0,Lexus,LX 470,Automatic,3.0
3603,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
3604,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
3605,,Lagos,foreign,,3.0,2008.0,Lexus,GS 350,Automatic,12.0
3606,,Lagos,foreign,,3.0,2004.0,Toyota,Corolla,Automatic,16.0
3607,,Lagos,foreign,,3.0,2010.0,Hyundai,Sonata,Automatic,10.0
3608,,Lagos,foreign,,3.0,2019.0,Lexus,LX 570,Automatic,1.0
3609,,Lagos,foreign,,3.0,2005.0,Toyota,4-Runner,Automatic,15.0
3610,,Lagos,foreign,,3.0,2015.0,Toyota,Highlander,Automatic,5.0
3611,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,ML 350,Automatic,10.0
3612,,Lagos,foreign,,3.0,2003.0,Lexus,ES 300,Automatic,17.0
3613,,Rivers,foreign,,3.0,2012.0,Kia,Sportage,Automatic,8.0
3614,,Lagos,foreign,,3.0,2015.0,Toyota,4-Runner,Automatic,5.0
3615,,Lagos,foreign,,3.0,2016.0,Toyota,Corolla,Automatic,4.0
3616,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GLK 350,Automatic,6.0
3617,,Lagos,foreign,,3.0,2009.0,Honda,Odyssey,Automatic,11.0
3618,,Lagos,foreign,,3.0,2006.0,Land,Rover Range Rover Evoque,Automatic,14.0
3619,,Lagos,foreign,,3.0,2013.0,Toyota,Venza,Automatic,7.0
