,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
15785,1792500.0,Port Harcourt,local,105350.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15786,3200000.0,Lagos,local,55479.0,3.0,2008.0,Hyundai,Ix35,Automatic,12.0
15787,7140000.0,Lagos,foreign,50943.0,3.0,2008.0,Mercedes-Benz,Glk350,Automatic,12.0
15788,585000.0,Lagos,local,2006.0,4.0,2008.0,Nissan,Quest,Automatic,12.0
15789,527500.0,Lagos,local,161968.0,4.0,2008.0,Mazda,Tribute,Automatic,12.0
15790,815000.0,Abuja,local,208538.0,3.0,2008.0,S500,2001,Automatic,12.0
15791,1735000.0,Lagos,local,1.0,4.0,1998.0,Mercedes-Benz,Ml320,Automatic,22.0
15792,470000.0,Lagos,local,230296.0,5.0,2008.0,Jeep,Grand Cherokee,Automatic,12.0
15793,1505000.0,Lagos,local,181914.0,3.0,2008.0,Toyota,Avalon,Automatic,12.0
15794,1102500.0,Lagos,local,153315.0,5.0,1997.0,Dodge,Ram,Automatic,23.0
15795,1850000.0,Abuja,local,69025.0,4.0,2008.0,BMW,320i,Automatic,12.0
15796,677000.0,Lagos,local,2003.0,4.0,2008.0,Mercedes-Benz,C320,Automatic,12.0
15797,2195000.0,Lagos,foreign,99445.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15798,1965000.0,Lagos,local,97922.0,3.0,2008.0,Hyundai,Sonata,Automatic,12.0
15799,2540000.0,Lagos,local,203863.0,4.0,2008.0,Escape,2013,Automatic,12.0
15800,1850000.0,Lagos,foreign,170495.0,4.0,2008.0,Nissan,Altima,Automatic,12.0
15801,2655000.0,Abuja,foreign,264745.0,3.0,2008.0,Lexus,Gs,Automatic,12.0
15802,6335000.0,Lagos,foreign,185873.0,5.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15803,550500.0,Lagos,local,104422.0,5.0,2008.0,Nissan,Primera,Automatic,12.0
15804,1160000.0,Lagos,foreign,99594.0,4.0,2008.0,Touareg,2004,Automatic,12.0
15805,6910000.0,Lagos,local,30625.0,3.0,2008.0,Qx56,2013,Automatic,12.0
15806,2310000.0,Lagos,local,95562.0,4.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15807,6335000.0,Abuja,foreign,143431.0,2.0,2008.0,Porsche,Cayenne,Automatic,12.0
15808,780500.0,Abuja,local,256981.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15809,1447500.0,Abuja,local,117759.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15810,987500.0,Lagos,local,147289.0,4.0,2008.0,Volkswagen,Touareg,Automatic,12.0
15811,2655000.0,Lagos,local,54519.0,4.0,2008.0,Audi,A4,Automatic,12.0
15812,3805000.0,Lagos,foreign,219133.0,3.0,2008.0,Toyota,Avalon,Automatic,12.0
15813,1735000.0,Lagos,foreign,127459.0,3.0,2008.0,Nissan,Murano,Automatic,12.0
15814,2252500.0,Port Harcourt,foreign,295119.0,3.0,2008.0,Lexus,Rx,Automatic,12.0
15815,1275000.0,Lagos,local,229487.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15816,447000.0,Onitsha,local,354159.0,5.0,1994.0,Mercedes-Benz,C220 Cdi,Automatic,26.0
15817,1505000.0,Lagos,foreign,92785.0,3.0,2008.0,Peugeot,407,Automatic,12.0
15818,2310000.0,Abuja,local,155341.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15819,5472500.0,Lagos,local,126078.0,5.0,2008.0,Toyota,KLUGER(HIGHLANDER),Automatic,12.0
15820,30800000.0,Lagos,foreign,64426.0,2.0,2008.0,Mercedes-Benz,GLS,Automatic,12.0
15821,527500.0,Lagos,local,180015.0,4.0,2008.0,Kia,Opirus,Automatic,12.0
15822,2080000.0,Abuja,local,277818.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15823,1160000.0,Ilorin,local,115426.0,4.0,2008.0,Toyota,Solara,Automatic,12.0
15824,4150000.0,Lagos,foreign,95137.0,4.0,2008.0,Lexus,Rx 350,Automatic,12.0
15825,527500.0,Abuja,local,242381.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15826,1160000.0,Abuja,local,109064.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15827,642500.0,Lagos,local,155207.0,5.0,2008.0,Ford,Focus,Automatic,12.0
15828,1965000.0,Port Harcourt,local,147856.0,3.0,2008.0,Ford,Edge,Automatic,12.0
15829,4955000.0,Abuja,foreign,62274.0,3.0,2008.0,Honda,Accord,Automatic,12.0
15830,613750.0,Lagos,local,177982.0,4.0,2008.0,Nissan,Altima,Automatic,12.0
15831,4247750.0,Lagos,foreign,128719.0,3.0,2008.0,Toyota,Yaris,Automatic,12.0
15832,3000000.0,Port Harcourt,foreign,102817.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15833,930000.0,Lagos,local,177241.0,5.0,2008.0,Ford,F-150,Automatic,12.0
15834,1505000.0,Lagos,local,118673.0,4.0,2008.0,Kia,Rio,Automatic,12.0
15835,7830000.0,Ibadan,local,24681.0,2.0,2008.0,Honda,Cr-V,Automatic,12.0
15836,585000.0,Lagos,local,236441.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15837,1160000.0,Abuja,local,87815.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15838,585000.0,Port Harcourt,local,98155.0,5.0,2008.0,Honda,City,Automatic,12.0
15839,1735000.0,Abuja,local,232659.0,3.0,2008.0,Lexus,Rx 300,Automatic,12.0
15840,619500.0,Lagos,local,67098.0,5.0,2008.0,Corolla,2002,Automatic,12.0
15841,815000.0,Port Harcourt,local,233369.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
15842,2540000.0,Lagos,local,227366.0,5.0,2008.0,Toyota,HiAce,Automatic,12.0
15843,1735000.0,Lagos,local,128384.0,3.0,2008.0,Lexus,Es,Automatic,12.0
15844,2885000.0,Lagos,foreign,102074.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15845,930000.0,Abuja,local,186908.0,5.0,2008.0,Honda,Accord,Automatic,12.0
15846,2080000.0,Lagos,foreign,102674.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15847,1677500.0,Abuja,local,188177.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15848,585000.0,Lagos,local,2003.0,3.0,2008.0,Hyundai,Santa Fe,Automatic,12.0
15849,987500.0,Lagos,local,243476.0,4.0,2008.0,Nissan,Altima,Automatic,12.0
15850,5760000.0,Lagos,foreign,148264.0,3.0,2008.0,Dodge,Charger,Automatic,12.0
15851,976000.0,Lagos,local,211547.0,5.0,2008.0,Mercedes-Benz,E320,Automatic,12.0
15852,527500.0,Lagos,local,145412.0,4.0,1998.0,Audi,A6,Automatic,22.0
15853,8060000.0,Lagos,foreign,86199.0,3.0,2008.0,Mercedes-Benz,Glk350,Automatic,12.0
15854,1447500.0,Lagos,foreign,192755.0,3.0,2008.0,Mazda,mpv,Automatic,12.0
15855,6335000.0,Lagos,foreign,126186.0,3.0,2008.0,BMW,X5,Automatic,12.0
15856,17835000.0,Lagos,foreign,96149.0,2.0,2008.0,Mercedes-Benz,GLE350,Automatic,12.0
15857,3000000.0,Port Harcourt,foreign,76260.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15858,5100000.0,Lagos,foreign,43909.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15859,2942500.0,Port Harcourt,foreign,45837.0,4.0,2008.0,Toyota,Matrix,Automatic,12.0
15860,5580000.0,Lagos,foreign,11744.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15861,1735000.0,Abuja,local,122397.0,3.0,2008.0,Elantra,2013,Automatic,12.0
15862,1160000.0,Port Harcourt,local,223092.0,4.0,2008.0,Lexus,Rx 300,Automatic,12.0
15863,1275000.0,Abuja,local,2007.0,4.0,2008.0,Acadia,2007,Automatic,12.0
15864,1700000.0,Lagos,local,192686.0,3.0,2008.0,Ford,Edge,Automatic,12.0
15865,470000.0,Lagos,local,238050.0,5.0,2008.0,Nissan,Altima,Automatic,12.0
15866,3460000.0,Port Harcourt,local,46683.0,4.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15867,872500.0,Lagos,local,73138.0,4.0,2008.0,Hyundai,Tucson,Automatic,12.0
15868,10360000.0,Port Harcourt,local,27471.0,2.0,2008.0,Honda,Pilot,Automatic,12.0
15869,700000.0,Lagos,local,174658.0,5.0,2008.0,Hyundai,Santa Fe,Automatic,12.0
15870,12660000.0,Lagos,foreign,43340.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15871,1505000.0,Lagos,foreign,243676.0,5.0,2008.0,Kia,Sorento,Automatic,12.0
15872,2770000.0,Abuja,foreign,86999.0,3.0,2008.0,Ford,Edge,Automatic,12.0
15873,5185000.0,Lagos,foreign,59335.0,3.0,2008.0,Kia,Optima,Automatic,12.0
15874,1217500.0,Lagos,local,229880.0,5.0,2008.0,Honda,Pilot,Automatic,12.0
15875,1100000.0,Lagos,local,74779.0,3.0,2008.0,Land,Rover Range Rover Vogue,Automatic,12.0
15876,7700000.0,Lagos,local,27778.0,3.0,2008.0,Land,Rover Lr4,Automatic,12.0
15877,2885000.0,Abuja,local,122048.0,4.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15878,3345000.0,Lagos,local,66866.0,4.0,2008.0,Toyota,4Runner,Automatic,12.0
15879,2080000.0,Lagos,foreign,132847.0,4.0,2008.0,BMW,X3,Automatic,12.0
15880,1505000.0,Lagos,local,72031.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15881,642500.0,Abuja,local,201363.0,4.0,2008.0,Nissan,Xterra,Automatic,12.0
15882,27350000.0,Lagos,foreign,17784.0,2.0,2008.0,Mercedes-Benz,S550,Automatic,12.0
15883,2310000.0,Lagos,local,119066.0,3.0,2008.0,Hyundai,Sonata,Automatic,12.0
15884,412500.0,Lagos,local,171963.0,4.0,1999.0,Infiniti,QX4,Automatic,21.0
15885,470000.0,Lagos,local,330067.0,4.0,1997.0,Lexus,Ls,Automatic,23.0
15886,930000.0,Owerri,local,235354.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
15887,2885000.0,Lagos,foreign,173669.0,5.0,2008.0,Acura,Mdx,Automatic,12.0
15888,1735000.0,Lagos,foreign,251442.0,4.0,2008.0,Infiniti,FX35,Automatic,12.0
15889,585000.0,Port Harcourt,local,126636.0,4.0,2008.0,Ford,Taurus,Automatic,12.0
15890,527500.0,Lagos,local,113949.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15891,585000.0,Port Harcourt,local,211000.0,4.0,2008.0,Acura,Legend,Automatic,12.0
15892,9210000.0,Lagos,foreign,5683.0,5.0,2008.0,Toyota,Sienna,Automatic,12.0
15893,2137500.0,Ilorin,foreign,81398.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15894,1390000.0,Asaba,local,185095.0,3.0,2008.0,Toyota,4Runner,Automatic,12.0
15895,930000.0,Lagos,local,155419.0,4.0,2008.0,Acura,Mdx,Automatic,12.0
15896,1217500.0,Lagos,local,185965.0,5.0,2008.0,Infiniti,Fx,Automatic,12.0
15897,585000.0,Lagos,local,1.0,5.0,1999.0,Chevrolet,Venture,Automatic,21.0
15898,700000.0,Port Harcourt,local,145234.0,4.0,1998.0,Toyota,Camry,Automatic,22.0
15899,1390000.0,Port Harcourt,local,49844.0,4.0,2008.0,Mercedes-Benz,Cls500,Automatic,12.0
15900,815000.0,Lagos,local,317484.0,5.0,2008.0,Toyota,Sienna,Automatic,12.0
15901,3460000.0,Asaba,local,49645.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15902,4610000.0,Abuja,local,110755.0,3.0,2008.0,MERCEDES,BENZ C 300,Automatic,12.0
15903,9210000.0,Abuja,local,117992.0,3.0,2008.0,Mercedes-Benz,Glk350,Automatic,12.0
15904,757500.0,Lagos,local,101297.0,3.0,2008.0,Ford,Focus,Automatic,12.0
15905,5185000.0,Lagos,foreign,156851.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15906,2310000.0,Abuja,foreign,166126.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15907,1850000.0,Lagos,local,146084.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15908,1620000.0,Lagos,local,112723.0,5.0,2008.0,Toyota,Sienna,Automatic,12.0
15909,2655000.0,Lagos,local,80864.0,4.0,2008.0,Lexus,Gx,Automatic,12.0
15910,2195000.0,Onitsha,foreign,367079.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15911,9210000.0,Abuja,foreign,19977.0,2.0,2008.0,Honda,Civic,Automatic,12.0
15912,600000.0,Lagos,local,134324.0,3.0,1999.0,Mercedes-Benz,Ml320,Automatic,21.0
15913,3300000.0,Abuja,local,68027.0,3.0,2008.0,Nissan,Rogue,Automatic,12.0
15914,17260000.0,Abuja,local,163218.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15915,2655000.0,Lagos,local,84806.0,3.0,2008.0,Nissan,Altima,Automatic,12.0
15916,4207500.0,Lagos,foreign,133135.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15917,723000.0,Lagos,local,180655.0,5.0,2008.0,Ford,Escape,Automatic,12.0
15918,700000.0,Port Harcourt,local,220553.0,3.0,2008.0,Ford,Focus,Automatic,12.0
15919,470000.0,Abuja,local,1998.0,3.0,2008.0,BMW,5 Series,Automatic,12.0
15920,1735000.0,Lagos,foreign,130119.0,4.0,2008.0,Nissan,Murano,Automatic,12.0
15921,9210000.0,Asaba,local,47435.0,4.0,2008.0,Mercedes-Benz,S500,Automatic,12.0
15922,1160000.0,Lagos,foreign,152056.0,3.0,2008.0,Nissan,Quest,Automatic,12.0
15923,5760000.0,Lagos,foreign,7150.0,4.0,2008.0,Chrysler,S 200,Automatic,12.0
15924,1160000.0,Port Harcourt,local,62008.0,3.0,2008.0,Kia,Soul,Automatic,12.0
15925,355000.0,Lagos,local,209061.0,5.0,1999.0,Nissan,Quest,Automatic,21.0
15926,1045000.0,Abuja,local,228801.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15927,3460000.0,Lagos,local,74345.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15928,2885000.0,Lagos,local,28672.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15929,9210000.0,Lagos,foreign,18000.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15930,1160000.0,Port Harcourt,local,179884.0,4.0,1999.0,Lexus,Rx,Automatic,21.0
15931,389500.0,Lagos,local,231343.0,4.0,1999.0,Sonata,1999,Automatic,21.0
15932,872500.0,Lagos,local,137928.0,4.0,2008.0,Almera,2002,Automatic,12.0
15933,1758000.0,Lagos,local,191781.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15934,930000.0,Lagos,local,116071.0,4.0,2008.0,Chrysler,Sebring,Automatic,12.0
15935,2540000.0,Port Harcourt,foreign,75088.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15936,24500000.0,Lagos,foreign,36724.0,2.0,2008.0,Lx,2015,Automatic,12.0
15937,2885000.0,Lagos,local,66587.0,3.0,2008.0,Rover,Lr4 2010,Automatic,12.0
15938,4610000.0,Lagos,foreign,88093.0,3.0,2008.0,Honda,Accord,Automatic,12.0
15939,3805000.0,Lagos,local,85087.0,4.0,2008.0,Toyota,Highlander,Automatic,12.0
15940,16110000.0,Lagos,foreign,55648.0,2.0,2008.0,Toyota,4Runner,Automatic,12.0
15941,470000.0,Benin,local,305482.0,4.0,1998.0,Volvo,S40,Automatic,22.0
15942,2022500.0,Port Harcourt,foreign,299999.0,3.0,2008.0,Toyota,Matrix,Automatic,12.0
15943,1735000.0,Abuja,local,208635.0,3.0,2008.0,Jeep,Commander,Automatic,12.0
15944,5760000.0,Lagos,foreign,81653.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15945,1102500.0,Lagos,foreign,130471.0,3.0,2008.0,Nissan,Maxima,Automatic,12.0
15946,1275000.0,Port Harcourt,local,264633.0,4.0,2008.0,Toyota,Matrix,Automatic,12.0
15947,1620000.0,Lagos,local,227044.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15948,1505000.0,Port Harcourt,local,67654.0,3.0,2008.0,Skoda,Octavia,Automatic,12.0
15949,642500.0,Asaba,local,322270.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
15950,1390000.0,Lagos,local,80414.0,4.0,2008.0,Hyundai,Elantra,Automatic,12.0
15951,1045000.0,Port Harcourt,local,206925.0,3.0,2008.0,Toyota,Avalon,Automatic,12.0
15952,1045000.0,Lagos,local,2004.0,3.0,2008.0,Nissan,Quest,Automatic,12.0
15953,5185000.0,Lagos,local,57346.0,3.0,2008.0,Toyota,Avalon,Automatic,12.0
15954,585000.0,Lagos,local,249646.0,4.0,2008.0,Jaguar,S-Type,Automatic,12.0
15955,3920000.0,Port Harcourt,local,112626.0,3.0,2008.0,Toyota,Venza,Automatic,12.0
15956,700000.0,Lagos,local,187275.0,3.0,2008.0,Honda,Accord,Automatic,12.0
15957,5185000.0,Lagos,local,67430.0,4.0,2008.0,BMW,X6,Automatic,12.0
15958,4840000.0,Abuja,foreign,123456.0,3.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15959,2310000.0,Abuja,local,72377.0,5.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15960,22000000.0,Lagos,foreign,20969.0,5.0,2008.0,Lexus,Gx,Automatic,12.0
15961,4370000.0,Lagos,local,75747.0,4.0,2008.0,Land,Rover Lr4,Automatic,12.0
15962,757500.0,Lagos,local,149777.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15963,1735000.0,Port Harcourt,local,126194.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15964,6450000.0,Lagos,foreign,132402.0,3.0,2008.0,Highlander,2011,Automatic,12.0
15965,1390000.0,Lagos,local,185068.0,4.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15966,2770000.0,Lagos,local,170589.0,5.0,2008.0,Ford,Edge,Automatic,12.0
15967,5070000.0,Onitsha,foreign,55437.0,4.0,2008.0,Mercedes-Benz,Gl350,Automatic,12.0
15968,4955000.0,Abuja,local,57760.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15969,3230000.0,Asaba,foreign,155689.0,3.0,2008.0,Honda,Pilot,Automatic,12.0
15970,470000.0,Lagos,local,310000.0,4.0,2008.0,Citroen,C5,Automatic,12.0
15971,2195000.0,Lagos,local,40415.0,3.0,2008.0,Nissan,Sentra,Automatic,12.0
15972,2655000.0,Abuja,foreign,100728.0,3.0,2008.0,Lexus,Gs,Automatic,12.0
15973,700000.0,Lagos,local,94459.0,4.0,2008.0,Chevrolet,cobalt,Automatic,12.0
15974,412500.0,Port Harcourt,local,2002.0,5.0,2008.0,Nissan,Altima,Automatic,12.0
15975,2770000.0,Lagos,foreign,195975.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15976,7370000.0,Lagos,foreign,53857.0,3.0,2008.0,Honda,Accord,Automatic,12.0
15977,987500.0,Abuja,local,117507.0,4.0,2008.0,Ford,Escape,Automatic,12.0
15978,2425000.0,Lagos,foreign,171979.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15979,5415000.0,Lagos,foreign,77020.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15980,4035000.0,Lagos,local,102331.0,3.0,2008.0,Mercedes-Benz,Glk350,Automatic,12.0
15981,1735000.0,Lagos,local,108497.0,3.0,2008.0,X-Trail,2010,Automatic,12.0
15982,585000.0,Port Harcourt,local,173874.0,4.0,2008.0,"Millenia
",                                      C45-Marketplace,Automatic,12.0
15983,700000.0,Lagos,local,152202.0,5.0,2008.0,Nissan,Xterra,Automatic,12.0
15984,527500.0,Abuja,local,232447.0,5.0,1999.0,Isuzu,Rodeo,Automatic,21.0
15985,2425000.0,Lagos,foreign,225221.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15986,608000.0,Lagos,local,188875.0,5.0,2008.0,Ford,Explorer,Automatic,12.0
15987,3287500.0,Abuja,local,47189.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15988,4265000.0,Lagos,local,91018.0,3.0,2008.0,Mercedes-Benz,Gl350,Automatic,12.0
15989,585000.0,Lagos,local,171211.0,4.0,1997.0,Nissan,Pathfinder,Automatic,23.0
15990,2540000.0,Lagos,local,195858.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15991,3943000.0,Lagos,foreign,78237.0,3.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15992,470000.0,Owerri,local,102556.0,5.0,2008.0,Land,Rover Discovery,Automatic,12.0
15993,3287500.0,Lagos,local,62687.0,2.0,2008.0,Ford,Fusion,Automatic,12.0
15994,585000.0,Port Harcourt,local,198829.0,4.0,1997.0,Toyota,Camry,Automatic,23.0
15995,17260000.0,Lagos,foreign,62389.0,3.0,2008.0,Toyota,Tundra,Automatic,12.0
15996,3460000.0,Ibadan,local,105579.0,3.0,2008.0,Ford,Explorer,Automatic,12.0
15997,872500.0,Lagos,local,191038.0,5.0,2008.0,Ford,Ranger,Automatic,12.0
15998,4265000.0,Lagos,foreign,167598.0,4.0,2008.0,Lexus,Es 350,Automatic,12.0
15999,1275000.0,Onitsha,local,135588.0,3.0,2008.0,Nissan,Xterra,Automatic,12.0
16000,7000000.0,Lagos,local,34270.0,3.0,2008.0,Mitsubishi,Pajero,Automatic,12.0
16001,155250000.0,Lagos,foreign,14101.0,3.0,2008.0,Rolls-Royce,Ghost,Automatic,12.0
16002,4610000.0,Lagos,local,36320.0,2.0,2008.0,Volkswagen,Passat,Automatic,12.0
16003,2310000.0,Onitsha,local,155268.0,3.0,2008.0,Mercedes-Benz,Ml350,Automatic,12.0
16004,4380000.0,Lagos,local,124619.0,3.0,2008.0,Honda,Accord,Automatic,12.0
16005,3230000.0,Port Harcourt,local,63289.0,4.0,2008.0,Land,Rover Lr2,Automatic,12.0
16006,6335000.0,Abuja,foreign,50856.0,5.0,2008.0,Honda,Civic,Automatic,12.0
16007,585000.0,Abuja,local,257532.0,4.0,1999.0,Toyota,Corolla,Automatic,21.0
16008,1735000.0,Lagos,local,103412.0,3.0,2008.0,Honda,Accord,Automatic,12.0
16009,4035000.0,Lagos,local,119888.0,3.0,2008.0,Audi,Q5,Automatic,12.0
16010,872500.0,Lagos,local,145612.0,5.0,2008.0,Land,Rover Lr3,Automatic,12.0
16011,389500.0,Lagos,local,210609.0,4.0,1995.0,Honda,Accord,Automatic,25.0
16012,5760000.0,Abuja,local,142834.0,3.0,2008.0,Honda,Odyssey,Automatic,12.0
16013,1965000.0,Lagos,foreign,147209.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
16014,2885000.0,Abuja,local,112917.0,4.0,2008.0,Ford,Explorer,Automatic,12.0
16015,516000.0,Lagos,local,312906.0,4.0,2008.0,Nissan,Pathfinder,Automatic,12.0
16016,11510000.0,Lagos,local,37125.0,3.0,2008.0,Lexus,NX,Automatic,12.0
16017,1390000.0,Owerri,local,105062.0,4.0,2008.0,BMW,3 Series,Automatic,12.0
16018,1735000.0,Abuja,local,185647.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
16019,1160000.0,Asaba,foreign,234791.0,3.0,2008.0,6,2003,Automatic,12.0
16020,1907500.0,Port Harcourt,foreign,182212.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
16021,450000.0,Abuja,local,289544.0,4.0,2008.0,Dodge,Caravan,Automatic,12.0
16022,2310000.0,Ilorin,local,68275.0,4.0,2008.0,Sorento,2011,Automatic,12.0
16023,2080000.0,Lagos,local,201313.0,3.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
16024,1505000.0,Abuja,local,279693.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
16025,1275000.0,Lagos,foreign,2004.0,3.0,2008.0,Volkswagen,Jetta,Automatic,12.0
16026,1620000.0,Owerri,local,165043.0,3.0,2008.0,Mercedes-Benz,Slk230,Automatic,12.0
16027,9210000.0,Ibadan,local,57771.0,4.0,2008.0,Ford,Explorer,Automatic,12.0
16028,930000.0,Port Harcourt,local,108935.0,4.0,2008.0,Kia,Sorento,Automatic,12.0
16029,849500.0,Abuja,local,175462.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
16030,2645000.0,Lagos,foreign,75348.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
16031,1390000.0,Port Harcourt,local,134532.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
16032,642500.0,Abuja,local,169417.0,5.0,2008.0,Nissan,Tiida,Automatic,12.0
16033,2310000.0,Lagos,foreign,78206.0,5.0,2008.0,Chevrolet,GM HOLDEN,Automatic,12.0
16034,2310000.0,Lagos,local,69478.0,4.0,2008.0,Accord,Crosstour 2010,Automatic,12.0
16035,2137500.0,Abuja,local,152323.0,4.0,2008.0,Mercedes-Benz,Ml350,Automatic,12.0
16036,872500.0,Lagos,local,119355.0,4.0,2008.0,Infiniti,M,Automatic,12.0
16037,2980000.0,Lagos,local,259887.0,4.0,2008.0,Hyundai,Genesis,Automatic,12.0
16038,2705000.0,Lagos,foreign,138085.0,5.0,2008.0,Nissan,Rogue,Automatic,12.0
16039,1735000.0,Ilorin,local,149978.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
16040,1850000.0,Lagos,local,92933.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
16041,1390000.0,Lagos,local,192198.0,3.0,2008.0,Jaguar,X-Type,Automatic,12.0
16042,2655000.0,Lagos,foreign,104009.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
16043,1965000.0,Lagos,local,126142.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
16044,2770000.0,Lagos,foreign,65344.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
16045,2942500.0,Lagos,foreign,239049.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
16046,700000.0,Lagos,local,226204.0,4.0,2008.0,Kia,Spectra,Automatic,12.0
16047,700000.0,Lagos,local,138791.0,4.0,2008.0,Volkswagen,Bora,Automatic,12.0
16048,470000.0,Abuja,local,1999.0,5.0,2008.0,Toyota,Rav4,Automatic,12.0
16049,2540000.0,Lagos,foreign,149526.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
16050,1620000.0,Onitsha,local,73583.0,3.0,2008.0,Mitsubishi,Eclipse,Automatic,12.0
16051,13810000.0,Lagos,foreign,49830.0,4.0,2008.0,Lexus,Gx,Automatic,12.0
16052,1160000.0,Lagos,local,122084.0,4.0,2008.0,Honda,Accord,Automatic,12.0
16053,2885000.0,Lagos,foreign,175329.0,4.0,2008.0,Land,Rover Lr3,Automatic,12.0
16054,642500.0,Lagos,local,429959.0,4.0,1998.0,Toyota,Camry,Automatic,22.0
16055,5760000.0,Abuja,local,220543.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
16056,4150000.0,Lagos,foreign,135794.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
16057,872500.0,Abuja,local,201584.0,4.0,2008.0,Dodge,Caravan,Automatic,12.0
16058,3460000.0,Lagos,local,103224.0,3.0,2008.0,Lexus,Rx 350,Automatic,12.0
16059,13810000.0,Abuja,foreign,74903.0,3.0,2008.0,Ford,Mustang,Automatic,12.0
16060,2080000.0,Lagos,foreign,194509.0,4.0,2008.0,Toyota,Avalon,Automatic,12.0
16061,6200000.0,Lagos,foreign,15719.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
16062,412500.0,Lagos,local,187695.0,5.0,2008.0,Jeep,Grand Cherokee,Automatic,12.0
16063,3000000.0,Lagos,foreign,53834.0,3.0,2008.0,Hyundai,Sonata,Automatic,12.0
