,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission
7912,0,Lagos,foreign,156678,,2007,Nissan,Pathfinder,Automatic
7913,0,Lagos,foreign,15241,,2002,Ford,Transit,Automatic
7914,3005000,Lagos,foreign,46432,,2006,Lexus,ES 330,Automatic
7915,1682500,Lagos,foreign,200004,,2002,Lexus,RX 300,Automatic
7916,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
7917,3465000,Lagos,foreign,88542,,2011,Toyota,Corolla,Automatic
7918,2315000,Lagos,foreign,0,,2001,Toyota,Sequoia,Automatic
7919,3964000,Lagos,foreign,32464,,2012,Toyota,Corolla,Automatic
7920,4635000,Lagos,foreign,6235124,,2010,Honda,CR-V,Automatic
7921,2142500,Lagos,foreign,856231,,2003,Nissan,Pathfinder,Automatic
7922,0,Lagos,foreign,81773,,2005,Lexus,RX 330,Automatic
7923,3535000,Lagos,foreign,11111,,2014,Hyundai,ix35,Automatic
7924,682000,Lagos,foreign,120332,,1999,Honda,CR-V,Automatic
7925,0,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
7926,47865000,Lagos,foreign,32110,,2018,Lexus,LX 570,Automatic
7927,24985000,Lagos,foreign,21000,,2018,Lexus,RX 350,Automatic
7928,6615000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
7929,2924500,Lagos,foreign,84365,,2009,Pontiac,Vibe,Automatic
7930,9805000,Lagos,foreign,73000,,2015,Mercedes-Benz,E 350,Automatic
7931,12115000,Lagos,foreign,35433,,2014,Toyota,Venza,Automatic
7933,16515000,Lagos,foreign,0,,2015,Toyota,Tundra,Automatic
7934,0,Lagos,foreign,62112,,2009,Mercedes-Benz,C 300,Automatic
7935,3120000,Lagos,foreign,92000,,2007,Toyota,Camry,Automatic
7936,12665000,Lagos,foreign,5000,,2010,Lexus,GX 460,Automatic
7937,3425000,Lagos,foreign,895623,,2008,Toyota,RAV 4,Automatic
7938,3645000,Lagos,foreign,90,,2011,Toyota,Camry,Automatic
7939,0,Lagos,foreign,0,,2003,Toyota,Sienna,Automatic
7940,0,Lagos,foreign,50000,,2007,Lexus,IS 250,Automatic
7941,0,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic
7942,0,Lagos,foreign,0,,2009,Acura,MDX,Automatic
7943,18163900,Lagos,foreign,28000,,2014,Mercedes-Benz,GL 450,Automatic
7944,3480000,Lagos,foreign,0,,2002,Toyota,Tacoma,Automatic
7945,4800000,Lagos,foreign,99463,,2008,Lexus,RX 350,Automatic
7946,19595000,Lagos,foreign,10,,2017,Mercedes-Benz,E 330,Automatic
7947,8375000,Lagos,foreign,48654,,2013,Toyota,Highlander,Automatic
7948,3865000,Lagos,foreign,72584,,2009,Toyota,RAV 4,Automatic
7949,3120000,Lagos,foreign,0,,2007,Toyota,Avalon,Automatic
7950,0,Abuja,foreign,114000,,2010,Mercedes-Benz,C 300,Automatic
7951,3465000,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
7952,5405000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
7953,18605000,Lagos,foreign,21453,,2016,Ford,Explorer,Automatic
7954,3120000,Lagos,foreign,45766,,2007,Toyota,Avalon,Automatic
7955,0,Lagos,foreign,58032,,2017,Toyota,Highlander,Automatic
7956,0,Lagos,foreign,40009,,2013,Toyota,Avalon,Automatic
7957,6505000,Lagos,foreign,0,,2010,Mercedes-Benz,GLK 350,Automatic
7958,0,Lagos,foreign,0,,2007,Toyota,Camry,Automatic
7959,7165000,Lagos,foreign,63251,,2010,Toyota,Venza,Automatic
7960,2085000,Lagos,foreign,85,,2008,Toyota,Camry,Automatic
7961,0,Lagos,foreign,81773,,2014,Honda,Accord,Automatic
7962,6945000,Lagos,foreign,0,,2016,Toyota,Corolla,Automatic
7963,2142500,Lagos,foreign,123564,,2003,Nissan,Pathfinder,Automatic
7964,2890000,Lagos,foreign,0,,2009,Pontiac,Vibe,Automatic
7965,3465000,Lagos,foreign,0,,2003,Toyota,Tundra,Automatic
7966,2660000,Lagos,foreign,0,,2002,Lexus,RX 300,Automatic
7967,0,Abuja,foreign,170000,,2008,Toyota,Highlander,Automatic
7968,5295000,Lagos,foreign,50,,2011,Mercedes-Benz,C 300,Automatic
7969,0,Lagos,foreign,27000,,2009,Acura,TL,Automatic
7970,1567500,Lagos,foreign,85000,,2000,Lexus,LX 470,Automatic
7971,7165000,Lagos,foreign,73223,,2013,Toyota,Highlander,Automatic
7972,4745000,Lagos,foreign,65499,,2011,Lexus,ES 350,Automatic
7973,4965000,Lagos,foreign,0,,2008,Jeep,Wrangler,Automatic
7974,0,Lagos,foreign,63179,,2017,Toyota,Tacoma,Automatic
7975,0,Lagos,foreign,56433,,2015,Toyota,Highlander,Automatic
7976,0,Lagos,foreign,167000,,2007,Lexus,RX 350,Automatic
7977,0,Lagos,foreign,45337,,2005,Toyota,Sienna,Automatic
7978,2430000,Lagos,foreign,91,,2007,Toyota,4-Runner,Automatic
7979,7715000,Lagos,foreign,62123,,2012,Mercedes-Benz,GLK 350,Automatic
7980,0,Lagos,foreign,34000,,2014,Mercedes-Benz,ML 350,Automatic
7981,4855000,Lagos,foreign,68000,,2013,Toyota,Camry,Automatic
7982,0,Lagos,foreign,0,,2010,Honda,Pilot,Automatic
7983,3005000,Lagos,foreign,71000,,2002,Lexus,RX 300,Automatic
7984,4415000,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
7985,0,Lagos,foreign,91883,,2009,Honda,Civic,Automatic
7987,0,Lagos,foreign,76658,,2008,Toyota,Camry,Automatic
7988,6835000,Lagos,foreign,0,,2010,Acura,MDX,Automatic
7989,13215000,Lagos,foreign,0,,2013,Lexus,GX 460,Automatic
7990,1452500,Lagos,foreign,0,,2003,Pontiac,Vibe,Automatic
7991,1452500,Lagos,foreign,98560,,2003,Ford,Ranger,Automatic
7992,4415000,Lagos,foreign,62412,,2008,Mercedes-Benz,C 300,Automatic
7993,3425000,Lagos,foreign,87000,,2008,Toyota,Highlander,Automatic
7994,2890000,Lagos,foreign,0,,2006,Acura,MDX,Automatic
7995,42915000,Lagos,foreign,29000,,2016,Lexus,LX 570,Automatic
7996,6450000,Lagos,foreign,0,,2011,Mercedes-Benz,ML 350,Automatic
7997,2717500,Lagos,foreign,0,,2003,Toyota,Sienna,Automatic
7998,7935000,Lagos,foreign,71000,,2012,Lexus,RX 350,Automatic
7999,7495000,Lagos,foreign,53,,2013,Toyota,Highlander,Automatic
8000,7605000,Lagos,foreign,42908,,2013,Toyota,Hiace,Automatic
8001,8265000,Lagos,foreign,45785,,2018,Toyota,Corolla,Automatic
8002,5295000,Lagos,foreign,0,,2013,Honda,Accord,Automatic
8003,3465000,Lagos,foreign,72134,,2008,Toyota,Camry,Automatic
8004,1912500,Lagos,foreign,0,,2000,Toyota,Sienna,Automatic
8005,7165000,Lagos,foreign,97824,,2013,Toyota,Hiace,Automatic
8006,3120000,Lagos,foreign,0,,2003,Lexus,RX 300,Automatic
8007,6065000,Lagos,foreign,0,,2008,Toyota,Highlander,Automatic
8008,3235000,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic
8009,0,Lagos,foreign,26000,,2016,Land,Rover Range Rover Evoque,Automatic
8010,1855000,Lagos,foreign,82000,,2003,Mazda,MPV,Automatic
8011,0,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
8012,17395000,Lagos,foreign,0,,2015,Toyota,Highlander,Automatic
8014,3920000,Lagos,foreign,0,,2011,Toyota,Camry,Automatic
8015,2430000,Lagos,foreign,0,,2005,Toyota,RAV 4,Automatic
8016,5350000,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic
8017,2027500,Lagos,foreign,172000,,2007,Toyota,Camry,Automatic
8018,0,Lagos,foreign,63221,,2010,Toyota,Venza,Automatic
8019,3755000,Lagos,foreign,72312,,2008,Toyota,RAV 4,Automatic
8020,5295000,Lagos,foreign,0,,2006,Lexus,GX 470,Automatic
8021,0,Lagos,foreign,0,,2003,Toyota,Matrix,Automatic
8022,3005000,Rivers,foreign,0,,2008,Toyota,Highlander,Automatic
8023,3350000,Lagos,foreign,34766,,2008,Toyota,Avalon,Automatic
8025,6615000,Lagos,foreign,0,,2013,Toyota,Highlander,Automatic
8026,3350000,Lagos,foreign,52154,,2008,Toyota,Camry,Automatic
8027,0,Lagos,foreign,0,,1999,Honda,CR-V,Automatic
8028,3120000,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic
8029,3005000,Lagos,foreign,75321,,2007,Toyota,Avalon,Automatic
8030,3062500,Lagos,foreign,0,,2009,Nissan,Murano,Automatic
8031,6615000,Lagos,foreign,58000,,2015,Honda,Accord,Automatic
8032,2890000,Lagos,foreign,34532,,2012,Volkswagen,Jetta,Automatic
8033,1740000,Lagos,foreign,0,,2007,Nissan,Pathfinder,Automatic
8034,3062500,Lagos,foreign,0,,2007,Lexus,IS 250,Automatic
8035,0,Lagos,foreign,0,,2007,Toyota,4-Runner,Automatic
8036,3425000,Lagos,foreign,52000,,2010,Toyota,Corolla,Automatic
8037,0,Lagos,foreign,68000,,2011,Toyota,Sienna,Automatic
8039,4414999,Lagos,foreign,87350,,2010,Toyota,RAV 4,Automatic
8040,3350000,Lagos,foreign,62463,,2008,Toyota,Camry,Automatic
8041,3235000,Lagos,foreign,0,,2009,Toyota,Avalon,Automatic
8042,3755000,Lagos,foreign,56833,,2009,Toyota,Camry,Automatic
8043,23115000,Lagos,foreign,53718,,2017,Toyota,Highlander,Automatic
8044,10465000,Lagos,foreign,72635,,2015,Mercedes-Benz,C 300,Automatic
8045,2545000,Lagos,foreign,0,,2003,Lexus,RX 200,Automatic
8046,4745000,Lagos,foreign,62132,,2007,Lexus,RX 350,Automatic
8047,3120000,Abuja,foreign,70000,,2007,Toyota,Camry,Automatic
8048,12115000,Lagos,foreign,0,,2013,Mercedes-Benz,ML 350,Automatic
8050,14315000,Lagos,foreign,23000,,2016,Mercedes-Benz,C 300,Automatic
8051,0,Lagos,foreign,170000,,2003,Honda,Accord,Automatic
8052,12665000,Abuja,foreign,45181,,2012,Mercedes-Benz,ML 350,Automatic
8053,3350000,Lagos,foreign,0,,2009,Acura,MDX,Automatic
8054,6065000,Lagos,foreign,68000,,2008,Mercedes-Benz,S 550,Automatic
8055,7385000,Lagos,foreign,58000,,2010,Lexus,RX 200,Automatic
8056,877500,Lagos,foreign,750360,,2004,Nissan,Murano,Automatic
8057,7715000,Lagos,foreign,65182,,2011,Lexus,RX 350,Automatic
8058,2487500,Lagos,foreign,89253,,2006,Toyota,Camry,Automatic
8059,2545000,Lagos,foreign,37432,,2004,Toyota,Camry,Automatic
8060,24215000,Lagos,foreign,0,,2016,Toyota,Land Cruiser,Automatic
8061,11895000,Lagos,foreign,68000,,2019,Toyota,Land Cruiser,Automatic
8062,8815000,Lagos,foreign,0,,2010,Land,Rover Range Rover Sport,Automatic
8063,8155000,Lagos,foreign,0,,2008,Lexus,GX 470,Automatic
8064,5185000,Lagos,foreign,74213,,2012,Toyota,Camry,Automatic
8065,0,Lagos,foreign,0,,2015,Lexus,RX 350,Automatic
8066,3005000,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic
8067,0,Lagos,foreign,89000,,2007,Land,Rover Range Rover Sport,Automatic
8068,4965000,Lagos,foreign,56432,,2011,Toyota,RAV 4,Automatic
8070,2027500,Lagos,foreign,115000,,2008,Toyota,Camry,Automatic
8071,4415000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
8072,8595000,Abuja,foreign,51822,,2016,Toyota,RAV 4,Automatic
8073,0,Lagos,foreign,0,,2009,Toyota,Highlander,Automatic
8074,2660000,Lagos,foreign,90000,,2007,Land,Rover Range Rover Sport,Automatic
8075,7385000,Lagos,foreign,42383,,2013,Toyota,Camry,Automatic
8076,11015000,Lagos,foreign,58000,,2012,Land,Rover Range Rover Sport,Automatic
8077,0,Lagos,foreign,101327,,2004,Nissan,Altima,Automatic
8078,3235000,Lagos,foreign,0,,2003,Lexus,RX 300,Automatic
8079,3920000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
8080,6065000,Lagos,foreign,1,,2008,Toyota,4-Runner,Automatic
8081,0,Lagos,foreign,100,,2003,Toyota,Land Cruiser,Automatic
8082,0,Lagos,foreign,0,,2014,Mercedes-Benz,GLK 350,Automatic
8083,7550000,Lagos,foreign,134000,,2013,Toyota,Highlander,Automatic
8084,2545000,Lagos,foreign,142531,,2002,Toyota,4-Runner,Automatic
8085,11565000,Lagos,foreign,41564,,2016,Lexus,IS 300,Automatic
8086,22015000,Lagos,foreign,32000,,2016,Ford,F 150,Automatic
8087,0,Ibadan,foreign,0,,2009,Toyota,Corolla,Automatic
8088,3120000,Cross-river,foreign,79866,,2013,Toyota,Camry,Automatic
8089,14315000,Lagos,foreign,25498,,2013,Mercedes-Benz,GL 450,Automatic
8090,0,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic
8091,21465000,Lagos,foreign,7968,,2018,Toyota,Highlander,Automatic
8093,6945000,Lagos,foreign,59858,,2011,Lexus,RX 350,Automatic
8094,4635000,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
8095,3920000,Lagos,foreign,1,,2008,Acura,MDX,Automatic
8096,7000000,Lagos,foreign,1,,2008,Toyota,Tacoma,Automatic
8097,20145000,Lagos,foreign,0,,2015,Lexus,GX 460,Automatic
8098,2890000,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic
8099,0,Lagos,foreign,0,,2008,Acura,MDX,Automatic
8100,1337500,Lagos,foreign,0,,2004,Toyota,Camry,Automatic
8101,3403000,Lagos,foreign,100956,,2004,Lexus,RX 330,Automatic
8102,5295000,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic
8103,16295000,Lagos,foreign,50000,,2014,Lexus,GX 460,Automatic
8104,0,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic
8105,0,Lagos,foreign,10000,,2006,Lexus,ES 330,Automatic
8106,8320000,Osun,foreign,0,,2011,Mercedes-Benz,GLK 350,Automatic
8107,2775000,Lagos,foreign,0,,2007,Toyota,Sienna,Automatic
8108,3865000,Lagos,foreign,106039,,2007,Lexus,GS 350,Automatic
8109,3292500,Lagos,foreign,952151,,2006,Lexus,ES 330,Automatic
8110,0,Lagos,foreign,62516,,2010,Mercedes-Benz,C 300,Automatic
8111,3810000,Lagos,foreign,1,,2009,Acura,MDX,Automatic
8112,0,Lagos,foreign,51452,,2008,Lexus,ES 350,Automatic
8113,4965000,Lagos,foreign,1,,2011,Lexus,ES 300,Automatic
8114,3120000,Lagos,foreign,0,,2004,Mercedes-Benz,E 320,Automatic
8115,15195000,Lagos,foreign,10000,,2019,Toyota,Land Cruiser,Automatic
8116,7165000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
8117,808500,Rivers,foreign,0,,1999,Toyota,Camry,Automatic
8118,16515000,Lagos,foreign,34000,,2018,Mercedes-Benz,C 300,Automatic
8119,4415000,Lagos,foreign,58632,,2008,Lexus,RX 350,Automatic
8120,0,Lagos,foreign,62212,,2014,Toyota,RAV 4,Automatic
8121,5735000,Lagos,foreign,115381,,2003,Lexus,GX 470,Automatic
8122,0,Lagos,foreign,664238,,2012,Toyota,Highlander,Automatic
8123,4030000,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
8124,7715000,Lagos,foreign,61000,,2014,Mercedes-Benz,GLK 350,Automatic
8125,8265000,Lagos,foreign,86000,,2012,Lexus,RX 350,Automatic
8126,3975000,Lagos,foreign,0,,2011,Toyota,Camry,Automatic
8127,0,Lagos,foreign,65421,,2011,Honda,Accord,Automatic
8128,2142500,Lagos,foreign,852314,,2003,Toyota,Camry,Automatic
8129,6505000,Lagos,foreign,74523,,2010,Toyota,Highlander,Automatic
8130,3407500,Lagos,foreign,78776,,2004,Toyota,4-Runner,Automatic
8131,2890000,Lagos,foreign,80,,2006,Mercedes-Benz,ML 350,Automatic
8132,4965000,Lagos,foreign,0,,2011,Lexus,ES 300,Automatic
8133,2889999,Lagos,foreign,86885,,2008,Mazda,CX-9,Automatic
8134,25865000,Lagos,foreign,53000,,2017,Mercedes-Benz,E 300,Automatic
8135,2545000,Lagos,foreign,111,,2008,Toyota,FJ,Automatic
8136,1912500,Lagos,foreign,96251,,2007,Honda,Pilot,Automatic
8137,2775000,Lagos,foreign,0,,2006,Acura,MDX,Automatic
8138,0,Lagos,foreign,0,,2015,Toyota,Corolla,Automatic
8139,2430000,Lagos,foreign,0,,2006,Honda,Pilot,Automatic
8140,2890000,Lagos,foreign,63831,,2005,Toyota,Camry,Automatic
8141,3535000,Lagos,foreign,0,,2010,Toyota,Matrix,Automatic
8142,4305000,Lagos,foreign,0,,2007,Toyota,RAV 4,Automatic
8144,3832000,Lagos,foreign,101872,,2013,Toyota,Corolla,Automatic
8145,7165000,Lagos,foreign,80000,,2013,Toyota,RAV 4,Automatic
8146,1567500,Rivers,foreign,0,,2009,Volkswagen,Jetta,Automatic
8147,3097000,Lagos,foreign,53282,,2008,Acura,MDX,Automatic
8148,0,Lagos,foreign,20261,,2006,Land,Rover Range Rover Evoque,Automatic
8149,12335000,Lagos,foreign,24277,,2016,Toyota,Highlander,Automatic
8150,0,Lagos,foreign,86000,,2013,Ford,Escape,Automatic
8151,0,Lagos,foreign,35000,,2018,Toyota,Camry,Automatic
8152,3865000,Lagos,foreign,0,,2006,Lexus,RX 200,Automatic
8153,26965000,Lagos,foreign,250000,,2014,Land,Rover Range Rover Evoque,Automatic
8154,16515000,Lagos,foreign,46785,,2018,Honda,CR-V,Automatic
8155,8815000,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic
8156,4965000,Lagos,foreign,886542,,2012,Hyundai,Genesis,Automatic
8157,3120000,Lagos,foreign,40650,,2005,Lexus,ES 300,Automatic
8158,2775000,Lagos,foreign,65000,,2005,Lexus,ES 330,Automatic
8159,7715000,Lagos,foreign,63212,,2010,Lexus,RX 350,Automatic
8160,6615000,Lagos,foreign,56394,,2008,Toyota,Tacoma,Automatic
8161,2487500,Lagos,foreign,852315,,2006,Acura,MDX,Automatic
8162,0,Lagos,foreign,87508,,2014,Ford,Edge,Automatic
8163,0,Lagos,foreign,34633,,2014,Lexus,GX 470,Automatic
8164,3005000,Lagos,foreign,0,,2010,Toyota,Corolla,Automatic
8165,6395000,Lagos,foreign,0,,2007,Mercedes-Benz,GL 450,Automatic
8166,5075000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
8167,1050000,Rivers,foreign,0,,2007,Honda,Civic,Automatic
8168,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
8169,7935000,Lagos,foreign,0,,2013,Nissan,Interstar,Automatic
8170,0,Lagos,foreign,0,,2014,Mercedes-Benz,GLK 350,Automatic
8171,15965000,Lagos,foreign,0,,2011,Toyota,Land Cruiser,Automatic
8172,4085000,Lagos,foreign,0,,2013,Hyundai,Sonata,Automatic
8173,15195000,Lagos,foreign,562322,,2014,Toyota,Sequoia,Automatic
8174,2775000,Lagos,foreign,85,,2007,Toyota,Camry,Automatic
8175,5020000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
8176,7550000,Lagos,foreign,117000,,2012,BMW,528,Automatic
8177,6505000,Lagos,foreign,114000,,2012,Honda,Pilot,Automatic
8178,4635000,Lagos,foreign,71000,,2005,Lexus,RX 330,Automatic
8179,1855000,Lagos,foreign,56789,,2000,Isuzu,Trooper,Automatic
8180,2660000,Lagos,foreign,0,,2003,Infiniti,FX,Automatic
8181,3074000,Lagos,foreign,91773,,2008,Toyota,Camry,Automatic
8182,8815000,Lagos,foreign,87000,,2011,Land,Rover Range Rover Sport,Automatic
8183,8265000,Lagos,foreign,63221,,2013,Mercedes-Benz,C 350,Automatic
8184,82515000,Ibadan,foreign,0,,2016,Mercedes-Benz,G 63 AMG,Automatic
8185,2142500,Lagos,foreign,965231,,2003,Nissan,Pathfinder,Automatic
8186,1682500,Lagos,foreign,120000,,2006,Toyota,Corolla,Automatic
8187,3975000,Lagos,foreign,54665,,2005,Toyota,4-Runner,Automatic
8188,0,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
8189,5405000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
8190,3235000,Lagos,foreign,0,,2008,Toyota,Avalon,Automatic
8191,2890000,Lagos,foreign,98,,2008,Toyota,RAV 4,Automatic
8192,0,Lagos,foreign,46000,,2015,Toyota,Camry,Automatic
8193,6615000,Lagos,foreign,841253,,2010,Toyota,Highlander,Automatic
8194,0,Lagos,foreign,102000,,2004,Toyota,Corolla,Automatic
8195,1567500,Lagos,foreign,115039,,2004,Toyota,Camry,Automatic
8196,5405000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
8197,5295000,Lagos,foreign,0,,2007,Mercedes-Benz,ML 350,Automatic
8198,3645000,Lagos,foreign,73892,,2008,Toyota,Land Cruiser,Automatic
8199,3535000,Lagos,foreign,57433,,2009,Toyota,Camry,Automatic
8200,2660000,Lagos,foreign,90312,,2007,Toyota,Camry,Automatic
8201,4965000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
8202,10464999,Lagos,foreign,23888,,2015,Acura,MDX,Automatic
8203,0,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic
8204,19265000,Lagos,foreign,57862,,2017,Toyota,Highlander,Automatic
8205,3062500,Lagos,foreign,1,,2005,Toyota,Sienna,Automatic
8206,3235000,Lagos,foreign,68524,,2007,Honda,CR-V,Automatic
8207,8265000,Lagos,foreign,0,,2010,Mercedes-Benz,GLK 350,Automatic
8208,4085000,Lagos,foreign,96257,,2008,Toyota,Highlander,Automatic
8209,0,Lagos,foreign,135000,,2009,Ford,Escape,Automatic
8210,2947500,Lagos,foreign,109000,,2002,Toyota,Highlander,Automatic
8211,6065000,Lagos,foreign,63222,,2010,Mercedes-Benz,ML 350,Automatic
8212,23115000,Lagos,foreign,2700,,2019,Lexus,RX 350,Automatic
8213,4635000,Lagos,foreign,0,,2008,Toyota,4-Runner,Automatic
8214,2832500,Lagos,foreign,112086,,2005,Toyota,Highlander,Automatic
8215,3465000,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic
8216,2430000,Lagos,foreign,0,,2006,Toyota,Matrix,Automatic
8217,4800000,Lagos,foreign,0,,2011,Toyota,RAV 4,Automatic
8218,0,Lagos,foreign,49000,,2014,Toyota,Venza,Automatic
8219,5185000,Lagos,foreign,0,,2013,Toyota,Camry,Automatic
8220,2947500,Lagos,foreign,89443,,2008,Lexus,ES 350,Automatic
8221,4525000,Lagos,foreign,89544,,2010,Toyota,RAV 4,Automatic
8222,7165000,Lagos,foreign,32000,,2017,Honda,Accord,Automatic
8223,1222500,Lagos,foreign,19873,,2008,Kia,Sorento,Automatic
8224,0,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic
8225,2717500,Lagos,foreign,95642,,2005,Honda,CR-V,Automatic
8226,0,Lagos,foreign,0,,2012,Mercedes-Benz,GLK 350,Automatic
8227,0,Lagos,foreign,71635,,2011,Mercedes-Benz,GLK 350,Automatic
8228,5020000,Lagos,foreign,1,,2010,Toyota,RAV 4,Automatic
8229,3865000,Lagos,foreign,87251,,2007,Mercedes-Benz,ML 350,Automatic
8230,5625000,Lagos,foreign,0,,2008,Land,Rover Range Rover Sport,Automatic
8231,0,Lagos,foreign,0,,2018,Toyota,C-HR,Automatic
8232,4635000,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
8233,4195000,Lagos,foreign,62134,,2012,Toyota,Corolla,Automatic
8234,4085000,Lagos,foreign,62911,,2007,Toyota,Sienna,Automatic
8235,5735000,Lagos,foreign,0,,2014,Toyota,Camry,Automatic
8236,0,Lagos,foreign,64000,,2010,Mercedes-Benz,ML 350,Automatic
8237,3407500,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
8238,44015000,Lagos,foreign,0,,2017,Lexus,LX 570,Automatic
8239,8265000,Lagos,foreign,0,,2011,Toyota,Highlander,Automatic
8240,3005000,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
8241,8815000,Lagos,foreign,52218,,2010,Lexus,RX 350,Automatic
8242,9145000,Lagos,foreign,0,,2014,Mercedes-Benz,GLK 350,Automatic
8243,2142500,Lagos,foreign,83640,,2006,Honda,Accord,Automatic
8244,0,Lagos,foreign,53351,,2006,Toyota,Corolla,Automatic
8245,2430000,Lagos,foreign,95,,2008,Honda,Accord,Automatic
8246,12665000,Lagos,foreign,64000,,2015,Mercedes-Benz,C 300,Automatic
8247,9365000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
8248,0,Lagos,foreign,65223,,2010,Toyota,Venza,Automatic
8250,4910000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
8251,11015000,Lagos,foreign,86000,,2010,Land,Rover Range Rover Sport,Automatic
8252,4635000,Lagos,foreign,70173,,2008,Mercedes-Benz,ML 350,Automatic
8253,3350000,Lagos,foreign,0,,2007,Honda,Ridgeline,Automatic
8254,8793000,Lagos,foreign,68536,,2014,Toyota,Avalon,Automatic
8255,18165000,Lagos,foreign,45901,,2018,Honda,CR-V,Automatic
8256,4415000,Lagos,foreign,0,,2010,Mercedes-Benz,C 350,Automatic
8257,0,Lagos,foreign,43776,,2010,Toyota,Sienna,Automatic
8258,1475500,Lagos,foreign,90,,2006,Toyota,Camry,Automatic
8259,0,Lagos,foreign,0,,2011,Acura,MDX,Automatic
8260,0,Lagos,foreign,0,,2010,Toyota,Sequoia,Automatic
8261,3350000,Lagos,foreign,46,,2006,Toyota,Highlander,Automatic
8262,20365000,Lagos,foreign,8521,,2017,Lexus,RX 350,Automatic
8263,3039500,Lagos,foreign,98712,,2006,Land,Rover Range Rover Sport,Automatic
8264,3513000,Lagos,foreign,88465,,2011,Toyota,Camry,Automatic
8265,6373000,Lagos,foreign,88453,,2009,Toyota,Highlander,Automatic
8266,6175000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
8267,0,Lagos,foreign,71536,,2008,Toyota,Camry,Automatic
8268,2890000,Lagos,foreign,57000,,2009,Pontiac,Vibe,Automatic
8269,11565000,Lagos,foreign,50000,,2016,Toyota,Venza,Automatic
8270,18935000,Lagos,foreign,29251,,2013,Toyota,Land Cruiser,Automatic
8271,0,Rivers,foreign,0,,2000,Toyota,Corolla,Automatic
8272,11565000,Lagos,foreign,50142,,2011,Toyota,4-Runner,Automatic
8273,4855000,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
8274,0,Lagos,foreign,0,,2016,Toyota,4-Runner,Automatic
8275,5735000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
8276,2545000,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic
8277,4360000,Lagos,foreign,82895,,2010,Toyota,RAV 4,Automatic
8278,0,Lagos,foreign,45000,,2014,Lexus,ES 300,Automatic
8279,9915000,Ibadan,foreign,0,,2011,Chevrolet,Camaro,Automatic
8280,4360000,Lagos,foreign,53525,,2009,Mercedes-Benz,CLK 350,Automatic
8281,4635000,Lagos,foreign,0,,2005,Lexus,RX 200,Automatic
8282,3920000,Lagos,foreign,0,,2008,Mercedes-Benz,C 300,Automatic
8283,4745000,Lagos,foreign,65281,,2010,Toyota,RAV 4,Automatic
8284,2890000,Lagos,foreign,56899,,2006,Acura,MDX,Automatic
8285,0,Lagos,foreign,0,,2007,Lexus,GX 470,Automatic
8286,4030000,Lagos,foreign,62132,,2011,Toyota,Camry,Automatic
8287,4833000,Lagos,foreign,85323,,2013,Toyota,Camry,Automatic
8288,6615000,Lagos,foreign,74229,,2009,Toyota,Venza,Automatic
8289,40165000,Lagos,foreign,18000,,2018,Mercedes-Benz,GLE 450,Automatic
