,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission
4570,4305000,Lagos,foreign,0,,2009,Toyota,4-Runner,Automatic
4571,14315000,Lagos,foreign,42415,,2014,Toyota,4-Runner,Automatic
4572,4580000,Lagos,foreign,10000,,2013,Toyota,Camry,Automatic
4573,647500,Lagos,foreign,1254,,1998,Toyota,Camry,Automatic
4574,14315000,Lagos,foreign,0,,2012,Lexus,GX 460,Automatic
4575,8265000,Lagos,foreign,65000,,2013,Lexus,ES 350,Automatic
4576,3235000,Lagos,foreign,86321,,2003,Toyota,Avensis,Automatic
4577,0,Lagos,foreign,53532,,2005,Toyota,4-Runner,Automatic
4578,3350000,Lagos,foreign,102729,,2005,Toyota,Highlander,Automatic
4579,0,Lagos,foreign,94260,,2005,Toyota,Corolla,Automatic
4580,6065000,Lagos,foreign,71000,,2007,Lexus,GX 470,Automatic
4581,0,Lagos,foreign,41244,,2012,Toyota,Camry,Automatic
4582,0,Lagos,foreign,68922,,2010,Toyota,Venza,Automatic
4583,0,Lagos,foreign,148000,,2007,Honda,Odyssey,Automatic
4584,2085000,Lagos,foreign,96587,,2003,Toyota,Highlander,Automatic
4586,3350000,Lagos,foreign,101137,,2006,Lexus,IS 350,Automatic
4587,0,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4588,0,Lagos,foreign,85423,,2010,Lexus,RX 200,Automatic
4589,2430000,Lagos,foreign,80000,,2006,Acura,MDX,Automatic
4590,3005000,Lagos,foreign,0,,2003,Lexus,RX 300,Automatic
4591,0,Lagos,foreign,89000,,2009,Honda,Pilot,Automatic
4592,877500,Lagos,foreign,223420,,2005,Pontiac,Montana,Automatic
4593,8265000,Lagos,foreign,9481,,2017,Toyota,Camry,Automatic
4594,4415000,Lagos,foreign,85000,,2005,Lexus,GX 470,Automatic
4595,6175000,Lagos,foreign,72211,,2009,Toyota,Highlander,Automatic
4596,0,Lagos,foreign,125365,,2006,Toyota,Sienna,Automatic
4597,3535000,Lagos,foreign,0,,2008,Toyota,RAV 4,Automatic
4598,3349999,Lagos,foreign,58657,,2008,Toyota,Sienna,Automatic
4599,0,Lagos,foreign,0,,2014,Toyota,Highlander,Automatic
4600,3120000,Lagos,foreign,88452,,2000,Toyota,Hiace,Automatic
4601,14865000,Lagos,foreign,50000,,2013,Mercedes-Benz,GL 450,Automatic
4602,6120000,Lagos,foreign,1,,2012,Lexus,ES 350,Automatic
4603,3425000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4604,1567500,Lagos,foreign,10000,,2009,Toyota,Camry,Automatic
4606,1912500,Lagos,foreign,0,,2003,Nissan,Pathfinder,Automatic
4607,13765000,Lagos,foreign,36,,2016,Lexus,GX 460,Automatic
4608,6175000,Lagos,foreign,72211,,2009,Toyota,Highlander,Automatic
4609,3465000,Lagos,foreign,105000,,2009,Toyota,Corolla,Automatic
4610,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4611,4415000,Lagos,foreign,45116,,2009,Toyota,4-Runner,Automatic
4612,4305000,Lagos,foreign,0,,2009,Lexus,ES 300,Automatic
4613,2142500,Lagos,foreign,115086,,2009,Honda,Accord,Automatic
4614,6065000,Lagos,foreign,0,,2012,Toyota,Venza,Automatic
4615,5185000,Lagos,foreign,0,,2011,Acura,MDX,Automatic
4616,4195000,Lagos,foreign,88906,,2008,Lexus,RX 200,Automatic
4617,4195000,Lagos,foreign,0,,2007,Toyota,Highlander,Automatic
4618,4195000,Lagos,foreign,73851,,2008,Mercedes-Benz,C 300,Automatic
4619,2775000,Lagos,foreign,12212,,2007,Toyota,Matrix,Automatic
4620,4195000,Lagos,foreign,62134,,2012,Toyota,Corolla,Automatic
4621,3865000,Lagos,foreign,0,,2009,Acura,MDX,Automatic
4622,8815000,Lagos,foreign,0,,2013,Mercedes-Benz,GLK 350,Automatic
4623,0,Lagos,foreign,12421,,2005,Toyota,4-Runner,Automatic
4624,1107500,Lagos,foreign,214560,,2000,Toyota,4-Runner,Automatic
4625,2717500,Lagos,foreign,895623,,2003,Lexus,RX 300,Automatic
4626,877500,Lagos,foreign,96000,,2002,Honda,CR-V,Automatic
4627,0,Lagos,foreign,52423,,2013,Toyota,Venza,Automatic
4628,6285000,Lagos,foreign,0,,2012,Mercedes-Benz,GLK 350,Automatic
4629,4745000,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
4630,5295000,Lagos,foreign,46435,,2011,Lexus,ES 350,Automatic
4631,3177500,Lagos,foreign,0,,2012,Hyundai,Sonata,Automatic
4632,12115000,Lagos,foreign,32043,,2011,Toyota,4-Runner,Automatic
4633,4250000,Lagos,foreign,945123,,2005,Lexus,RX 330,Automatic
4634,4965000,Lagos,foreign,96,,2010,Toyota,RAV 4,Automatic
4635,12665000,Lagos,foreign,35585,,2014,Toyota,Highlander,Automatic
4636,6065000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4637,0,Lagos,foreign,53234,,2006,Lexus,ES 330,Automatic
4638,19265000,Lagos,foreign,28913,,2016,Lexus,RX 350,Automatic
4639,3590000,Lagos,foreign,9865,,2006,Lexus,GX 470,Automatic
4640,5955000,Lagos,foreign,106000,,2012,Mercedes-Benz,GLK 350,Automatic
4641,6615000,Lagos,foreign,62133,,2012,Toyota,Camry,Automatic
4642,2889999,Lagos,foreign,78085,,2005,Toyota,RAV 4,Automatic
4643,3975000,Lagos,foreign,0,,2009,Lexus,ES 350,Automatic
4644,2775000,Lagos,foreign,0,,2005,Lexus,ES 300,Automatic
4645,1855000,Lagos,foreign,10000,,2003,Toyota,4-Runner,Automatic
4646,3700000,Lagos,foreign,78000,,2008,Lexus,ES 350,Automatic
4647,6065000,Lagos,foreign,0,,2011,Lexus,ES 300,Automatic
4648,5735000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4649,4415000,Lagos,foreign,0,,2007,Ford,Edge,Automatic
4650,0,Lagos,foreign,98000,,2008,Toyota,RAV 4,Automatic
4651,3865000,Lagos,foreign,0,,2008,Lexus,ES 350,Automatic
4652,1740000,Lagos,foreign,84916,,2008,Honda,Accord,Automatic
4653,6670000,Lagos,foreign,72345,,2011,Porsche,Cayenne,Automatic
4654,3865000,Lagos,foreign,95000,,2012,Toyota,Corolla,Automatic
4655,0,Lagos,foreign,52342,,2007,Lexus,GX 470,Automatic
4656,3975000,Lagos,foreign,11111,,2011,Lexus,ES 350,Automatic
4657,0,Lagos,foreign,55064,,2015,Lexus,NX 200,Automatic
4658,3590000,Lagos,foreign,0,,2005,Toyota,4-Runner,Automatic
4659,4525000,Lagos,foreign,800,,2011,Honda,Pilot,Automatic
4660,1395000,Osun,foreign,0,,2006,Saturn,Vue,Automatic
4661,1682500,Lagos,foreign,121056,,2004,Toyota,Camry,Automatic
4662,3235000,Lagos,foreign,0,,2011,Toyota,Camry,Automatic
4663,6615000,Lagos,foreign,98720,,2008,Toyota,Tacoma,Automatic
4664,13765000,Lagos,foreign,0,,2013,Toyota,Sequoia,Automatic
4665,3177500,Lagos,foreign,112854,,2004,Lexus,GX 470,Automatic
4666,17285000,Lagos,foreign,5324,,2016,Lexus,GX 460,Automatic
4667,7165000,Lagos,foreign,0,,2011,Lexus,RX 350,Automatic
4668,3062500,Lagos,foreign,1,,2007,Toyota,Corolla,Automatic
4669,3442000,Lagos,foreign,66500,,2013,Toyota,Camry,Automatic
4670,1395000,Lagos,foreign,105000,,2003,Kia,Sorento,Automatic
4671,4415000,Lagos,foreign,57211,,2007,Mercedes-Benz,ML 350,Automatic
4672,0,Lagos,foreign,70000,,2010,Toyota,Venza,Automatic
4673,5790000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4674,23115000,Lagos,foreign,6766,,2019,Lexus,RX 350,Automatic
4675,0,Lagos,foreign,0,,2004,Toyota,Tacoma,Automatic
4676,0,Lagos,foreign,72134,,2008,Toyota,Highlander,Automatic
4677,4745000,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
4678,3755000,Lagos,foreign,56000,,2009,Mercedes-Benz,C 300,Automatic
4679,19265000,Lagos,foreign,51000,,2017,Toyota,Highlander,Automatic
4680,3755000,Lagos,foreign,1,,2008,Acura,MDX,Automatic
4681,3535000,Lagos,foreign,1,,2008,Lexus,ES 300,Automatic
4682,4855000,Lagos,foreign,0,,2010,Lexus,ES 300,Automatic
4683,0,Lagos,foreign,68197,,2013,Mercedes-Benz,GL 450,Automatic
4684,0,Lagos,foreign,100000,,2002,Mitsubishi,Outlander,Automatic
4685,2717500,Lagos,foreign,0,,2007,Toyota,Camry,Automatic
4686,7165000,Lagos,foreign,1,,2010,Toyota,Venza,Automatic
4687,8265000,Lagos,foreign,63421,,2014,Toyota,RAV 4,Automatic
4688,0,Lagos,foreign,51425,,2010,Toyota,Highlander,Automatic
4689,0,Lagos,foreign,200786,,2000,Toyota,Corolla,Automatic
4690,8815000,Lagos,foreign,69000,,2013,Toyota,Highlander,Automatic
4691,3235000,Rivers,foreign,0,,2013,Ford,Edge,Automatic
4692,0,Lagos,foreign,15311,,2010,Honda,Accord,Automatic
4693,7440000,Lagos,foreign,59588,,2013,Mercedes-Benz,E 350,Automatic
4694,5185000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
4695,203515008,Lagos,foreign,0,,2018,Rolls-Royce,Wraith,Automatic
4696,0,Lagos,foreign,84992,,2005,Toyota,Sienna,Automatic
4697,0,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4698,25865000,Lagos,foreign,12743,,2015,Lexus,GX 470,Automatic
4699,2545000,Lagos,foreign,87126,,2001,Toyota,Sienna,Automatic
4700,6065000,Lagos,foreign,0,,2010,Toyota,Highlander,Automatic
4701,3120000,Lagos,foreign,0,,2004,Lexus,RX 300,Automatic
4702,8265000,Lagos,foreign,0,,2015,Toyota,RAV 4,Automatic
4703,0,Lagos,foreign,62112,,2008,Lexus,ES 300,Automatic
4704,22015000,Lagos,foreign,36547,,2017,Mercedes-Benz,E 300,Automatic
4705,0,Lagos,foreign,0,,2015,Mercedes-Benz,GL 450,Automatic
4706,6560000,Lagos,foreign,0,,2010,Toyota,Hiace,Automatic
4707,7165000,Abuja,foreign,121671,,2011,Mercedes-Benz,GLK 350,Automatic
4708,4690000,Lagos,foreign,845121,,2009,Lexus,RX 350,Automatic
4709,0,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4710,3005000,Lagos,foreign,162000,,2005,Toyota,Avalon,Automatic
4711,2177000,Lagos,foreign,105000,,2008,Toyota,Camry,Automatic
4712,8265000,Lagos,foreign,65000,,2008,Toyota,Sequoia,Automatic
4713,0,Lagos,foreign,72142,,2007,Lexus,GX 470,Automatic
4714,8815000,Lagos,foreign,0,,2008,Mercedes-Benz,S 550,Automatic
4715,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4716,0,Lagos,foreign,65421,,2010,Toyota,Corolla,Automatic
4717,9365000,Lagos,foreign,50184,,2014,Toyota,Venza,Automatic
4718,28615000,Lagos,foreign,23000,,2016,Mercedes-Benz,GLE 43 AMG,Automatic
4719,2545000,Lagos,foreign,42,,2004,Toyota,Sienna,Automatic
4720,3407500,Lagos,foreign,0,,2007,Toyota,Highlander,Automatic
4721,18715000,Lagos,foreign,0,,2017,Mercedes-Benz,E 300,Automatic
4723,7715000,Lagos,foreign,0,,2006,Mercedes-Benz,ML 500,Automatic
4724,5515000,Lagos,foreign,0,,2012,Lexus,ES 350,Automatic
4725,3425000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4726,7165000,Lagos,foreign,90000,,2012,Lexus,RX 350,Automatic
4727,2890000,Lagos,foreign,100,,2012,Honda,Accord,Automatic
4729,13215000,Lagos,foreign,22,,2018,Toyota,RAV 4,Automatic
4730,2947500,Lagos,foreign,74679,,2008,Lexus,IS 250,Automatic
4731,6395000,Lagos,foreign,0,,2016,Toyota,Corolla,Automatic
4732,24215000,Lagos,foreign,0,,2015,Land,Rover Range Rover,Automatic
4733,1947000,Lagos,foreign,100,,2008,Toyota,Corolla,Automatic
4734,20365000,Lagos,foreign,0,,2015,Mercedes-Benz,GL 550,Automatic
4735,3177500,Lagos,foreign,0,,2009,Toyota,Matrix,Automatic
4736,8265000,Lagos,foreign,0,,2010,Land,Rover Range Rover Sport,Automatic
4737,3350000,Lagos,foreign,0,,2011,Honda,Accord,Automatic
4738,6615000,Lagos,foreign,64000,,2011,Mercedes-Benz,GLK 350,Automatic
4739,4052000,Lagos,foreign,85369,,2010,Honda,Crosstour,Automatic
4740,1912500,Lagos,foreign,98000,,2008,Toyota,Camry,Automatic
4741,2832500,Lagos,foreign,75683,,2009,Acura,TSX,Automatic
4742,2890000,Lagos,foreign,0,,2005,Lexus,ES 300,Automatic
4743,0,Lagos,foreign,35000,,2009,Mercedes-Benz,ML 350,Automatic
4744,8265000,Lagos,foreign,0,,2014,Toyota,Venza,Automatic
4745,1912500,Rivers,foreign,0,,2008,Toyota,RAV 4,Automatic
4746,1418000,Lagos,foreign,100000,,2005,Toyota,RAV 4,Automatic
4747,0,Lagos,foreign,45393,,2010,Toyota,RAV 4,Automatic
4748,1705500,Osun,foreign,0,,2002,Toyota,Sienna,Automatic
4749,0,Lagos,foreign,85484,,2007,Renault,Espace,Automatic
4750,0,Lagos,foreign,35000,,2018,Porsche,Macan,Automatic
4751,0,Lagos,foreign,40000,,2013,Hyundai,Sonata,Automatic
4752,0,Lagos,foreign,35695,,2013,Toyota,Corolla,Automatic
4753,3235000,Lagos,foreign,0,,2005,Mercedes-Benz,ML 350,Automatic
4754,3755000,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic
4755,0,Lagos,foreign,71537,,2005,Lexus,RX 330,Automatic
4756,19265000,Lagos,foreign,20544,,2015,Toyota,Land Cruiser,Automatic
4757,8100000,Lagos,foreign,66199,,2015,Toyota,Avalon,Automatic
4758,0,Lagos,foreign,0,,2015,Toyota,Highlander,Automatic
4759,5295000,Lagos,foreign,67331,,2011,Lexus,ES 350,Automatic
4760,5185000,Lagos,foreign,0,,2010,Toyota,Sienna,Automatic
4761,5625000,Lagos,foreign,745231,,2006,Lexus,GX 470,Automatic
4762,4635000,Kaduna,foreign,0,,2014,Toyota,Corolla,Automatic
4763,6285000,Lagos,foreign,53241,,2010,Mercedes-Benz,GLK 350,Automatic
4764,0,Lagos,foreign,69324,,2003,Nissan,Pathfinder,Automatic
4765,3350000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4766,5790000,Lagos,foreign,0,,2010,Audi,Q7,Automatic
4767,4250000,Lagos,foreign,0,,2006,Lexus,RX 200,Automatic
4768,2947500,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
4769,0,Abuja,foreign,101000,,2012,BMW,X3,Automatic
4770,3350000,Lagos,foreign,42357,,2002,Toyota,Avensis,Automatic
4771,25315000,Lagos,foreign,462311,,2017,Lexus,GX 460,Automatic
4772,0,Lagos,foreign,60244,,2008,Lexus,IS 200,Automatic
4773,0,Lagos,foreign,1123,,2019,Lexus,RX 200,Automatic
4774,3810000,Lagos,foreign,54000,,2008,Acura,MDX,Automatic
4775,2545000,Lagos,foreign,58623,,2006,Toyota,Corolla,Automatic
4776,7165000,Lagos,foreign,88654,,2008,Toyota,Tacoma,Automatic
4777,3177500,Lagos,foreign,85364,,2006,Toyota,Highlander,Automatic
4778,2004500,Lagos,foreign,104278,,2004,Toyota,Highlander,Automatic
4779,1015500,Lagos,foreign,100000,,2002,Toyota,Camry,Automatic
4780,6285000,Lagos,foreign,0,,2009,Toyota,Highlander,Automatic
4781,9915000,Lagos,foreign,40000,,2016,Toyota,Avalon,Automatic
4782,11565000,Lagos,foreign,50000,,2013,Toyota,4-Runner,Automatic
4783,0,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
4785,4415000,Lagos,foreign,0,,2012,Lexus,ES 300,Automatic
4786,3465000,Lagos,foreign,0,,2007,Lexus,IS 350,Automatic
4787,4305000,Lagos,foreign,2143,,2010,Lexus,ES 350,Automatic
4788,1395000,Rivers,foreign,0,,2005,Toyota,Sequoia,Automatic
4789,1740000,Enugu,foreign,152076,,2008,Toyota,Camry,Automatic
4790,39615000,Lagos,foreign,0,,2016,Lexus,LX 570,Automatic
4791,7165000,Lagos,foreign,0,,2010,Lexus,RX 200,Automatic
4792,4745000,Lagos,foreign,0,,2009,Lexus,RX 350,Automatic
4793,4195000,Lagos,foreign,0,,2008,Mercedes-Benz,E 350,Automatic
4794,16735000,Lagos,foreign,1,,2015,Toyota,Highlander,Automatic
4795,3120000,Lagos,foreign,135000,,2007,Toyota,Avalon,Automatic
4796,12115000,Lagos,foreign,0,,2012,Mercedes-Benz,ML 350,Automatic
4797,5185000,Lagos,foreign,0,,2012,Toyota,Highlander,Automatic
4798,2027500,Lagos,foreign,98533,,2007,Toyota,RAV 4,Automatic
4799,0,Lagos,foreign,0,,2005,Lexus,ES 330,Automatic
4800,0,Lagos,foreign,53253,,2011,Lexus,RX 350,Automatic
4801,0,Lagos,foreign,1123,,2010,Mercedes-Benz,ML 350,Automatic
4802,4250000,Lagos,foreign,0,,2007,Toyota,Sequoia,Automatic
4803,2890000,Lagos,foreign,0,,2008,Ford,Escape,Automatic
4804,6065000,Lagos,foreign,0,,2011,Honda,Pilot,Automatic
4805,3120000,Lagos,foreign,0,,2010,Honda,Accord,Automatic
4806,1970000,Lagos,foreign,0,,2004,Acura,MDX,Automatic
4807,1797500,Lagos,foreign,113098,,2005,Toyota,Sienna,Automatic
4808,3120000,Lagos,foreign,60446,,2004,Toyota,RAV 4,Automatic
4809,17615000,Lagos,foreign,0,,2018,Toyota,Hilux,Automatic
4810,24765000,Lagos,foreign,221,,2020,Toyota,Hilux,Automatic
4811,1740000,Lagos,foreign,113,,2005,Kia,Sedona,Automatic
4812,4855000,Lagos,foreign,0,,2011,Toyota,RAV 4,Automatic
4813,4745000,Lagos,foreign,68000,,2010,Toyota,RAV 4,Automatic
4814,0,Lagos,foreign,95256,,2004,Toyota,Corolla,Automatic
4815,4635000,Lagos,foreign,88423,,2011,Lexus,ES 350,Automatic
4816,3645000,Lagos,foreign,62536,,2007,Lexus,ES 300,Automatic
4817,3920000,Lagos,foreign,1,,2010,Toyota,Camry,Automatic
4818,4195000,Lagos,foreign,0,,2007,Mercedes-Benz,CLK 350,Automatic
4819,0,Lagos,foreign,11111,,2008,Lexus,RX 350,Automatic
4820,6450000,Lagos,foreign,0,,2011,Toyota,Venza,Automatic
4821,7604999,Lagos,foreign,10854,,2015,Lexus,RX 350,Automatic
4822,5295000,Lagos,foreign,0,,2010,Mercedes-Benz,ML 350,Automatic
4823,1533000,Lagos,foreign,102000,,2002,Lexus,RX 300,Automatic
4824,1452500,Lagos,foreign,0,,2008,Hyundai,Elantra,Automatic
4825,1050000,Lagos,foreign,0,,2003,Honda,Accord,Automatic
4826,3644999,Lagos,foreign,78535,,2008,Toyota,RAV 4,Automatic
4827,3700000,Lagos,foreign,0,,2009,Toyota,Camry,Automatic
4828,4085000,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4829,6615000,Lagos,foreign,86473,,2006,Mercedes-Benz,GL 450,Automatic
4830,4085000,Lagos,foreign,52213,,2008,Lexus,ES 350,Automatic
4831,4635000,Lagos,foreign,56433,,2008,Mercedes-Benz,ML 350,Automatic
4832,4085000,Lagos,foreign,68958,,2009,Ford,Explorer,Automatic
4833,4030000,Lagos,foreign,86525,,2013,Hyundai,Sonata,Automatic
4834,5185000,Lagos,foreign,31053,,2013,Toyota,Camry,Automatic
4835,0,Lagos,foreign,75892,,2011,Honda,Accord,Automatic
4836,5185000,Lagos,foreign,46388,,2014,Toyota,Camry,Automatic
4837,4360000,Lagos,foreign,87000,,2007,Mercedes-Benz,ML 350,Automatic
4838,0,Lagos,foreign,0,,2007,Honda,Accord,Automatic
4839,3235000,Lagos,foreign,76000,,2008,Acura,MDX,Automatic
4840,3407500,Lagos,foreign,852314,,2005,Toyota,4-Runner,Automatic
4841,0,Lagos,foreign,0,,2004,Nissan,Xterra,Automatic
4842,4195000,Lagos,foreign,52185,,2008,Lexus,GS 300,Automatic
4843,2775000,Lagos,foreign,0,,2007,Toyota,Corolla,Automatic
4844,6615000,Lagos,foreign,86000,,2015,Hyundai,Sonata,Automatic
4845,0,Lagos,foreign,89000,,2009,Toyota,RAV 4,Automatic
4846,0,Lagos,foreign,118000,,2007,Toyota,RAV 4,Automatic
4847,0,Lagos,foreign,34337,,2017,Land,Rover Range Rover Sport,Automatic
4848,0,Lagos,foreign,76000,,2008,Lexus,ES 350,Automatic
4849,42365000,Lagos,foreign,29000,,2019,Mercedes-Benz,E 450,Automatic
4850,7000000,Lagos,foreign,0,,2010,Lexus,RX 350,Automatic
4851,2890000,Lagos,foreign,0,,2006,Lexus,ES 300,Automatic
4852,27515000,Lagos,foreign,36500,,2016,Mercedes-Benz,GLS 450,Automatic
4853,2947500,Lagos,foreign,182534,,2005,Toyota,RAV 4,Automatic
4854,3235000,Lagos,foreign,0,,2010,Honda,Accord,Automatic
4855,5845000,Lagos,foreign,53000,,2012,Mercedes-Benz,C 300,Automatic
4856,4195000,Lagos,foreign,72162,,2012,Toyota,Corolla,Automatic
4857,5350000,Lagos,foreign,1,,2005,Lexus,GX 470,Automatic
4858,0,Lagos,foreign,185000,,2008,Hyundai,Elantra,Automatic
4859,4085000,Lagos,foreign,0,,2007,Mercedes-Benz,ML 350,Automatic
4860,4965000,Lagos,foreign,120,,2009,Toyota,Highlander,Automatic
4861,6835000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4863,20365000,Lagos,foreign,71242,,2016,Toyota,4-Runner,Automatic
4864,3645000,Lagos,foreign,0,,2010,Toyota,Camry,Automatic
4865,0,Lagos,foreign,0,,2010,Toyota,RAV 4,Automatic
4866,0,Lagos,foreign,64000,,2013,Honda,Accord,Automatic
4867,16515000,Lagos,foreign,0,,2017,Toyota,Highlander,Automatic
4868,1567500,Lagos,foreign,0,,2000,Lexus,RX 200,Automatic
4869,3407500,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic
4870,11235000,Lagos,foreign,48000,,2015,Lexus,RX 350,Automatic
4871,20365000,Lagos,foreign,25642,,2017,Lexus,ES 350,Automatic
4872,6835000,Lagos,foreign,105000,,2011,Toyota,Highlander,Automatic
4873,2315000,Lagos,foreign,0,,2003,Volkswagen,T5 Transporter,Automatic
4874,2430000,Lagos,foreign,12234,,2007,Toyota,Corolla,Automatic
4875,2545000,Lagos,foreign,85,,2008,Toyota,Camry,Automatic
4876,0,Lagos,foreign,43258,,2010,Toyota,Tacoma,Automatic
4877,3645000,Lagos,foreign,84000,,2008,Toyota,RAV 4,Automatic
4878,7165000,Lagos,foreign,0,,2010,Lexus,RX 350,Automatic
4879,8265000,Lagos,foreign,0,,2013,Ford,Explorer,Automatic
4880,0,Lagos,foreign,75893,,2008,Honda,Pilot,Automatic
4881,0,Lagos,foreign,0,,2012,Toyota,Sienna,Automatic
4882,27515000,Lagos,foreign,0,,2019,Toyota,Avalon,Automatic
4883,3235000,Lagos,foreign,82,,2007,Toyota,Camry,Automatic
4884,44015000,Lagos,foreign,0,,2014,Maserati,Spyder,Automatic
4885,4140000,Lagos,foreign,0,,2008,Lexus,RX 200,Automatic
4886,3865000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
4887,3062500,Lagos,foreign,0,,2009,Toyota,Corolla,Automatic
4888,0,Lagos,foreign,73000,,2005,Lexus,ES 330,Automatic
4889,6065000,Lagos,foreign,0,,2009,Toyota,Highlander,Automatic
4890,0,Lagos,foreign,266,,2017,Toyota,C-HR,Automatic
4891,647500,Lagos,foreign,0,,2000,Honda,Accord,Automatic
4892,0,Lagos,foreign,74213,,2009,Toyota,Camry,Automatic
4893,11565000,Lagos,foreign,0,,2011,Toyota,4-Runner,Automatic
4894,30815000,Lagos,foreign,10000,,2015,Land,Rover Range Rover Sport,Automatic
4895,3005000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4896,2717500,Lagos,foreign,0,,2003,Lexus,RX 200,Automatic
4897,0,Lagos,foreign,0,,2015,Mercedes-Benz,C 300,Automatic
4898,2430000,Cross-river,foreign,96588,,2006,Lexus,RX 330,Automatic
4899,4195000,Lagos,foreign,0,,2010,Toyota,Venza,Automatic
4900,5515000,Lagos,foreign,0,,2014,Toyota,Corolla,Automatic
4901,0,Lagos,foreign,81635,,2010,Mercedes-Benz,ML 350,Automatic
4902,11565000,Lagos,foreign,0,,2013,Mercedes-Benz,ML 350,Automatic
4903,2200000,Lagos,foreign,0,,2005,Acura,MDX,Automatic
4904,0,Lagos,foreign,67000,,2014,Toyota,Tacoma,Automatic
4905,0,Lagos,foreign,41237,,2012,Toyota,Highlander,Automatic
4906,0,Lagos,foreign,12421,,2012,Toyota,Venza,Automatic
4907,9915000,Lagos,foreign,0,,2014,Toyota,Avalon,Automatic
4908,0,Lagos,foreign,52242,,2011,Lexus,ES 350,Automatic
4909,3292500,Lagos,foreign,0,,2009,Hyundai,Santa Fe,Automatic
4910,2257500,Lagos,foreign,0,,2003,Toyota,Corolla,Automatic
4911,14590000,Lagos,foreign,58000,,2013,Mercedes-Benz,GL 450,Automatic
4912,2947500,Lagos,foreign,65283,,2007,Toyota,Avalon,Automatic
4913,4635000,Lagos,foreign,79273,,2011,Lexus,ES 300,Automatic
4914,3425000,Lagos,foreign,0,,2008,Toyota,Camry,Automatic
4915,998250,Lagos,foreign,80,,2006,Mazda,MPV,Automatic
4916,5625000,Lagos,foreign,0,,2015,Hyundai,Elantra,Automatic
4917,5735000,Lagos,foreign,70000,,2013,Ford,Edge,Automatic
4918,4525000,Lagos,foreign,0,,2010,Mercedes-Benz,C 300,Automatic
4919,4030000,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
4920,10465000,Lagos,foreign,0,,2013,Toyota,Hilux,Automatic
4921,0,Lagos,foreign,53000,,2016,Mercedes-Benz,GLE 350,Automatic
4922,3865000,Lagos,foreign,93925,,2012,Land,Rover Range Rover Evoque,Automatic
4923,4305000,Lagos,foreign,0,,2008,Mercedes-Benz,C 300,Automatic
4924,0,Lagos,foreign,77000,,2007,Lexus,GX 470,Automatic
4925,0,Lagos,foreign,56447,,2008,Toyota,Sienna,Automatic
4926,3062500,Lagos,foreign,984512,,2007,Toyota,Avalon,Automatic
4927,0,Lagos,foreign,73255,,2008,Toyota,Tacoma,Automatic
4928,0,Lagos,foreign,72516,,2010,Lexus,RX 350,Automatic
4929,9915000,Lagos,foreign,0,,2016,Toyota,RAV 4,Automatic
4930,3865000,Lagos,foreign,0,,2012,Mercedes-Benz,C 250,Automatic
4931,3645000,Lagos,foreign,0,,2010,Toyota,Matrix,Automatic
4932,8595000,Lagos,foreign,45800,,2010,Lexus,RX 350,Automatic
4933,4415000,Lagos,foreign,0,,2008,Mercedes-Benz,C 300,Automatic
4934,0,Lagos,foreign,0,,2009,Toyota,4-Runner,Automatic
4935,1912500,Lagos,foreign,0,,2004,Lexus,ES 330,Automatic
4936,0,Lagos,foreign,0,,2013,Lexus,ES 350,Automatic
4937,4360000,Lagos,foreign,1,,2007,Toyota,4-Runner,Automatic
4938,18165000,Lagos,foreign,0,,2017,Toyota,Highlander,Automatic
4939,3005000,Lagos,foreign,74009,,2008,Honda,CR-V,Automatic
4940,4635000,Lagos,foreign,0,,2010,Lexus,ES 350,Automatic
4941,3865000,Lagos,foreign,0,,2006,Mercedes-Benz,ML 550,Automatic
